Heat,c (Coke1030),s (Coke1030),s112 (Coke1030),c (CokeFine),s (CokeFine),s05 (CokeFine),cao (Dolomite),mgo (Dolomite),s0_95 (Dolomite),fe_metal (DRI),fe_total (DRI),md (DRI),c (DRI),gunge (DRI),feo (DRI),cao (Lime),mgo (Lime),s0_95 (Lime),cao (Slag),feo (Slag),sio2 (Slag),mgo (Slag),al2o3 (Slag),p2o5 (Slag),mno (Slag),b2 (Slag),b3 (Slag),b4 (Slag),Power On (EAF),Power Off (EAF),Ele [MW] (EAF),Tapped [t] (EAF),O2 [Nm3] (EAF),CH4 [Nm3] (EAF),C.inj [kg] (EAF),C [kg] (EAF),CaO [kg] (EAF),MgO [kg] (EAF),Total_labels,Slag_labels
4024675.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,23.1,34.2,22.1,10.4,4.6,0.805,0.181,1.05,0.87,1.25,48.0,17.0,123.7800446,173.3843842,5406.527832,613.8022461,1762.105713,2003.199951,8212.496094,9049.3125,2,1
4024676.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,23.1,34.2,22.1,10.4,4.6,0.805,0.181,1.05,0.87,1.25,49.0,19.0,120.6573257,174.9360504,5556.615234,630.1734009,1799.0,2004.900024,9077.881836,9099.219727,2,1
4024677.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,23.1,34.2,22.1,10.4,4.6,0.805,0.181,1.05,0.87,1.25,47.0,18.0,121.9411011,172.9380798,5474.050293,621.7420044,1709.296265,2002.699951,8128.681152,9069.806641,2,1
4024678.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,23.1,34.2,22.1,10.4,4.6,0.805,0.181,1.05,0.87,1.25,52.0,9.0,121.3981552,177.9999847,6058.889648,689.4729614,1913.888916,2004.000122,8915.174805,10751.17578,2,1
4024681.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,23.1,34.2,22.1,10.4,4.6,0.805,0.181,1.05,0.87,1.25,48.0,9.0,118.106636,181.0374298,5615.665039,643.6116333,2254.976563,2000.599976,8687.293945,8697.208984,2,1
4024689.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,23.1,34.2,22.1,10.4,4.6,0.805,0.181,1.05,0.87,1.25,52.0,18.0,114.6291733,179.3731384,5585.601074,727.9995117,1924.0,2002.5,9569.194336,9365.087891,2,1
4024690.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,55.0,14.0,115.4869156,181.2798767,5817.476074,670.1982422,2237.0,2008.800049,9904.50293,10043.07129,2,1
4024691.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,53.0,7.0,118.536911,172.1346436,5627.817871,735.2167358,2290.0,2002.800171,10189.29883,10040.9873,2,1
4024692.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,56.0,12.0,119.0225906,176.1116486,6037.740234,694.8108521,2361.999023,2001.100098,10037.70508,10359.56641,2,1
4024693.0,83.47,0.93,2.67,80.5,1.33,5.33,54.68,33.22,2.5,82.5,87.58,94.2,1.68,9.3,6.53,90.7,1.28,2.4,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,53.0,6.0,119.0666885,176.8136444,5663.742676,740.3276367,2403.0,2005.799927,9928.412109,9916.467773,2,1
4024696.0,83.05,0.9,2.0,80.5,1.33,5.33,54.3,34.02,2.25,81.4,87.8,92.7,1.8,8.57,8.23,90.6,1.33,2.33,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,51.0,17.0,124.1441956,177.282135,4971.564941,546.1386719,1779.888916,2000.199951,10034.50488,10234.69629,2,1
4024698.0,83.05,0.9,2.0,80.5,1.33,5.33,54.3,34.02,2.25,81.4,87.8,92.7,1.8,8.57,8.23,90.6,1.33,2.33,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,51.0,13.0,122.9643326,176.8188629,4719.58252,519.2165527,2262.0,2005.0,9822.386719,9380.583984,2,1
4024699.0,83.05,0.9,2.0,80.5,1.33,5.33,54.3,34.02,2.25,81.4,87.8,92.7,1.8,8.57,8.23,90.6,1.33,2.33,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,48.0,11.0,122.5704498,174.2193756,4475.115723,486.1060791,1815.99939,2000.299927,9288.485352,9301.289063,2,1
4024707.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,53.0,8.0,114.6704407,176.9393311,6558.959961,755.9105225,2309.987793,2007.5,8712.394531,9828.830078,2,1
4024709.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,25.3,33.6,20.7,10.6,4.1,0.813,0.172,1.22,1.02,1.45,50.0,10.0,112.5391541,183.4000092,6336.465332,733.1781006,1998.650146,2001.900146,9253.208984,10030.91016,2,1
4024710.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,24.8,28.6,23.7,12.2,4.9,0.708,0.224,1.05,0.87,1.29,50.0,8.0,109.8888702,183.3999939,6279.65332,722.0391235,1918.653687,2004.499878,9239.103516,9597.688477,2,0
4024711.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,24.8,28.6,23.7,12.2,4.9,0.708,0.224,1.05,0.87,1.29,56.0,8.0,109.7285995,177.8999939,6172.294922,698.8986816,2111.0,2002.800049,10858.89746,10770.19727,2,0
4024712.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,24.8,28.6,23.7,12.2,4.9,0.708,0.224,1.05,0.87,1.29,49.0,10.0,110.3180771,199.7000122,5024.790039,572.9584351,1582.625366,2007.5,8750.40625,8987.494141,2,0
4024713.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,24.8,28.6,23.7,12.2,4.9,0.708,0.224,1.05,0.87,1.29,50.0,8.0,117.4285355,182.5,5784.433105,661.4578247,1909.999634,2027.800049,8859.602539,9993.866211,2,0
4024714.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,24.8,28.6,23.7,12.2,4.9,0.708,0.224,1.05,0.87,1.29,50.0,8.0,119.0258179,179.5596466,5953.727539,783.2617188,1736.0,2003.5,9032.707031,10161.18945,2,0
4024715.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,22.0,37.8,20.5,9.6,4.3,0.784,0.175,1.07,0.89,1.27,54.0,9.0,119.4634476,178.2999878,6386.214844,727.3358765,2445.99585,2003.200073,9071.319336,10926.00391,2,1
4024716.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,22.0,37.8,20.5,9.6,4.3,0.784,0.175,1.07,0.89,1.27,53.0,8.0,118.8751831,180.2000122,6102.349609,803.6337891,1778.666626,2000.400024,9211.115234,10322.71484,2,1
4024717.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,22.0,37.8,20.5,9.6,4.3,0.784,0.175,1.07,0.89,1.27,55.0,12.0,114.8117371,191.0999908,5859.226563,676.0545044,2026.543213,2005.899902,9291.414063,10616.60254,2,1
4024718.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,22.0,37.8,20.5,9.6,4.3,0.784,0.175,1.07,0.89,1.27,60.0,9.0,115.3529434,177.7000122,6370.887207,738.2214966,2491.666016,2004.300049,10451.30957,11691.4668,2,1
4024721.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,22.0,37.8,20.5,9.6,4.3,0.784,0.175,1.07,0.89,1.27,55.0,8.0,117.4194489,173.7108002,6455.030273,742.4506226,2162.0,2003.0,11406.92188,11330.69434,2,1
4024722.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,22.0,37.8,20.5,9.6,4.3,0.784,0.175,1.07,0.89,1.27,54.0,8.0,116.7811432,182.232193,5716.060547,752.0847168,2294.888916,2007.900024,9399.503906,10200.49023,2,1
4024724.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,22.0,37.8,20.5,9.6,4.3,0.784,0.175,1.07,0.89,1.27,53.0,9.0,118.5189667,183.8675385,5635.885254,637.0690918,2155.934326,2003.199829,9791.401367,10172.67676,2,1
4024725.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,33.2,16.0,27.8,12.2,5.1,0.865,0.179,1.19,1.01,1.38,54.0,9.0,120.5474701,174.0847778,5307.250977,696.2210083,2018.962158,2004.799927,9196.195313,10195.48438,2,1
4024727.0,83.05,0.9,2.0,80.5,1.33,5.33,54.83,34.4,2.33,81.55,87.4,93.3,1.88,9.05,7.53,90.9,1.2,4.0,33.2,16.0,27.8,12.2,5.1,0.865,0.179,1.19,1.01,1.38,53.0,8.0,119.5736237,176.9219971,6510.203125,747.1820679,2121.974854,2002.5,8888.612305,10162.44824,2,1
4024728.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,33.2,16.0,27.8,12.2,5.1,0.865,0.179,1.19,1.01,1.38,50.0,7.0,119.7701721,181.5786133,6260.916016,808.9107056,2182.888916,2005.299805,9231.896484,10119.20313,2,1
4024729.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,33.2,16.0,27.8,12.2,5.1,0.865,0.179,1.19,1.01,1.38,49.0,7.0,120.8452225,183.4684448,6304.996094,727.9699707,1795.662476,2007.099854,9225.501953,10166.39258,2,1
4024730.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,27.0,26.9,24.1,11.5,4.9,0.754,0.184,1.12,0.93,1.33,49.0,8.0,120.0765991,177.3901215,6398.720215,743.8743286,1852.000122,2006.800049,9733.796875,10323.20215,2,1
4024731.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,27.0,26.9,24.1,11.5,4.9,0.754,0.184,1.12,0.93,1.33,48.0,8.0,120.4183121,179.5282745,5932.833496,767.0132446,2132.987305,2010.099976,8657.094727,9827.087891,2,1
4024732.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,27.0,26.9,24.1,11.5,4.9,0.754,0.184,1.12,0.93,1.33,47.0,9.0,119.2943573,183.324234,5725.600098,658.2419434,2026.629639,2005.200073,8771.599609,9877.384766,2,1
4024733.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,27.0,26.9,24.1,11.5,4.9,0.754,0.184,1.12,0.93,1.33,48.0,7.0,120.7145844,179.0109253,5774.257813,660.0405273,1950.780396,2003.300049,8935.498047,9970.670898,2,1
4024734.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,27.0,26.9,24.1,11.5,4.9,0.754,0.184,1.12,0.93,1.33,49.0,19.0,121.2271271,173.498703,5915.025391,771.0826416,1963.999756,2005.5,8954.217773,10176.41504,2,1
4024735.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.3,29.3,23.2,10.8,4.7,0.808,0.18,1.13,0.94,1.33,49.0,7.0,121.1617508,175.025116,5739.10498,652.2913208,1674.987183,2006.299927,9038.814453,9981.150391,2,1
4024736.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.3,29.3,23.2,10.8,4.7,0.808,0.18,1.13,0.94,1.33,50.0,9.0,117.7136841,173.4953461,5651.598633,643.2276001,2149.999512,2002.699951,9541.790039,10063.12109,2,1
4024737.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.3,29.3,23.2,10.8,4.7,0.808,0.18,1.13,0.94,1.33,53.0,11.0,119.9954453,181.2769775,6080.067383,692.230835,2233.962891,2005.200073,8958.444336,10043.49023,2,1
4024738.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.3,29.3,23.2,10.8,4.7,0.808,0.18,1.13,0.94,1.33,48.0,7.0,119.9714203,177.1999054,5387.078613,613.0563354,2057.999512,2006.099854,9112.208984,9731.80957,2,1
4024739.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,24.5,36.2,20.2,9.2,4.0,0.791,0.178,1.21,1.01,1.39,52.0,17.0,119.4998398,170.9898071,5948.033691,676.2055664,2353.995361,2001.799927,8625.898438,9901.303711,2,1
4024740.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.1,31.7,22.2,9.8,4.5,0.846,0.183,1.18,0.98,1.34,52.0,8.0,117.3974991,182.3932648,5563.291992,640.7324219,2429.66626,2006.399902,8840.109375,9699.108398,2,1
4024741.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,30.0,22.3,26.0,10.9,5.1,0.738,0.195,1.15,0.96,1.32,60.0,8.0,116.6058807,172.3877869,6743.40625,765.7033691,3036.852051,2005.300049,9700.689453,9374.773438,2,1
4024742.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,27.0,26.4,24.8,11.0,5.0,0.715,0.19,1.09,0.91,1.28,54.0,7.0,118.7948914,176.8985748,6305.84668,716.5961914,3118.888428,2000.099976,9451.21582,10031.38477,2,1
4024743.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,27.0,26.4,24.8,11.0,5.0,0.715,0.19,1.09,0.91,1.28,52.0,11.0,117.7313232,176.8873138,6579.125488,761.7977905,2755.887939,2000.299927,9773.984375,10025.81738,2,1
4024744.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,27.0,26.4,24.8,11.0,5.0,0.715,0.19,1.09,0.91,1.28,47.0,7.0,123.7030945,175.9793549,5545.474609,729.5048218,1920.99585,2006.599976,8456.40332,9620.506836,2,1
4024745.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,49.0,14.0,121.557251,174.7619629,5966.640625,684.3474121,1983.773071,2002.5,8582.410156,9767.979492,2,1
4024746.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,49.0,7.0,122.7632523,171.8268738,6261.29541,785.7576294,2140.962402,2000.400024,8311.5,9979.089844,2,1
4024747.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,47.0,7.0,123.1142426,171.0199127,5824.749023,675.5649414,1989.962402,2004.5,8323.507813,9464.983398,2,1
4024748.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,44.0,6.0,124.5367584,171.6778259,6358.862793,793.1871948,1905.0,2001.000122,8499.513672,9338.584961,2,1
4024750.0,83.05,0.9,2.0,80.45,1.25,3.0,55.02,33.05,2.0,79.8,86.7,92.03,1.5,9.82,8.88,90.73,1.2,2.67,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,43.0,7.0,124.7151718,170.9580841,6660.103027,791.4725952,2029.888428,2005.299927,8111.391113,9102.695313,2,1
4024752.0,83.05,0.9,2.0,80.45,1.25,3.0,54.7,32.92,2.5,80.75,87.45,92.3,1.65,8.98,8.62,90.6,1.2,3.0,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,60.0,8.0,123.8088531,176.6399536,6851.424316,901.3536377,2366.011719,2004.099976,10508.21777,11540.65137,2,1
4024757.0,83.05,0.9,2.0,80.45,1.25,3.0,54.7,32.92,2.5,80.75,87.45,92.3,1.65,8.98,8.62,90.6,1.2,3.0,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,52.0,8.0,120.3370361,172.4702148,6027.003906,686.2005615,2262.962891,2005.399902,9634.480469,10184.91211,2,1
4024758.0,83.05,0.9,2.0,80.45,1.25,3.0,54.7,32.92,2.5,80.75,87.45,92.3,1.65,8.98,8.62,90.6,1.2,3.0,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,46.0,7.0,124.1662369,178.1647491,5332.784668,605.4171753,2077.011475,2007.300049,8566.708008,9983.404297,2,1
4024761.0,83.05,0.9,2.0,80.45,1.25,3.0,54.7,32.92,2.5,80.75,87.45,92.3,1.65,8.98,8.62,90.6,1.2,3.0,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,51.0,7.0,121.8479233,177.9662781,5853.220703,664.5274658,2120.851318,2008.200073,8507.798828,9797.023438,2,1
4024762.0,83.05,0.9,2.0,80.45,1.25,3.0,54.7,32.92,2.5,80.75,87.45,92.3,1.65,8.98,8.62,90.6,1.2,3.0,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,52.0,9.0,125.0258942,173.8980408,6033.166016,793.0467529,2277.654297,2001.5,8942.71875,10176.44629,2,1
4024774.0,83.05,0.9,2.0,98.65,0.21,1.0,54.77,33.17,2.67,81.43,87.7,92.83,1.97,8.54,8.06,90.67,1.2,3.33,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,55.0,9.0,118.0674057,170.0,5932.946777,773.628418,1959.555542,2007.300049,8921.806641,9428.00293,3,1
4024781.0,83.05,0.9,2.0,98.65,0.21,1.0,54.85,32.83,2.75,81.6,87.65,93.1,1.85,8.77,7.78,90.82,1.4,3.0,26.2,29.7,23.1,10.5,4.7,0.776,0.18,1.13,0.94,1.32,48.0,13.0,115.8999252,185.6606903,5785.974609,666.2577515,1597.55603,2002.499878,8760.396484,8802.402344,3,1
4024783.0,83.05,0.9,2.0,98.65,0.21,1.0,54.85,32.83,2.75,81.6,87.65,93.1,1.85,8.77,7.78,90.82,1.4,3.0,29.1,24.6,24.6,11.0,4.9,0.791,0.182,1.18,0.99,1.36,44.0,14.0,111.5416946,171.9702454,5055.816406,581.3522339,1560.999146,2003.199951,7660.705078,7807.997559,3,1
4024784.0,83.05,0.9,2.0,98.65,0.21,1.0,54.85,32.83,2.75,81.6,87.65,93.1,1.85,8.77,7.78,90.82,1.4,3.0,29.1,24.6,24.6,11.0,4.9,0.791,0.182,1.18,0.99,1.36,46.0,15.0,111.569931,177.6325684,5405.477539,627.0093994,1494.999756,2003.399902,7392.41748,7366.812012,3,1
4024787.0,83.05,0.9,2.0,98.65,0.21,1.0,54.85,32.83,2.75,81.6,87.65,93.1,1.85,8.77,7.78,90.82,1.4,3.0,29.1,24.6,24.6,11.0,4.9,0.791,0.182,1.18,0.99,1.36,51.0,11.0,116.8832169,176.4896698,6010.318359,682.6051636,2556.961426,2006.100098,9349.185547,9998.807617,3,1
4024790.0,83.05,0.9,2.0,98.65,0.21,1.0,54.85,32.83,2.75,81.6,87.65,93.1,1.85,8.77,7.78,90.82,1.4,3.0,29.2,27.0,23.1,10.3,4.8,0.811,0.505,1.26,1.05,1.42,47.0,6.0,115.9083405,177.5927734,5689.61084,726.6027832,2153.0,2001.5,8228.40332,9122.113281,3,1
4024791.0,83.05,0.9,2.0,98.65,0.21,1.0,54.85,32.83,2.75,81.6,87.65,93.1,1.85,8.77,7.78,90.82,1.4,3.0,29.2,27.0,23.1,10.3,4.8,0.811,0.505,1.26,1.05,1.42,46.0,23.0,118.4861603,179.4930878,5222.970215,594.3339233,1771.0,2002.300049,9005.0,9001.306641,3,1
4024794.0,83.05,0.9,2.0,98.65,0.21,1.0,54.85,32.83,2.75,81.6,87.65,93.1,1.85,8.77,7.78,90.82,1.4,3.0,29.2,27.0,23.1,10.3,4.8,0.811,0.505,1.26,1.05,1.42,47.0,8.0,116.044693,172.7937775,5347.272461,608.9399414,1522.987549,2004.800171,9306.492188,7139.505859,3,1
4024796.0,83.05,0.9,2.0,98.65,0.21,1.0,54.8,33.42,1.5,81.6,87.65,93.1,1.85,8.77,7.78,90.8,1.3,3.5,29.2,27.0,23.1,10.3,4.8,0.811,0.505,1.26,1.05,1.42,48.0,7.0,116.9306259,175.1435699,5625.680176,650.2734985,1989.987061,2001.799927,9301.012695,9302.005859,3,1
4024804.0,83.05,0.9,2.0,98.65,0.21,1.0,54.8,33.42,1.5,81.6,87.65,93.1,1.85,8.77,7.78,90.8,1.3,3.5,29.2,27.0,23.1,10.3,4.8,0.811,0.505,1.26,1.05,1.42,50.0,10.0,117.3859863,176.047821,5286.760742,677.7700806,2627.658691,2003.100098,10693.1123,8836.006836,3,1
4024806.0,83.05,0.9,2.0,98.65,0.21,1.0,54.8,33.42,1.5,81.6,87.65,93.1,1.85,8.77,7.78,90.8,1.3,3.5,30.2,30.2,20.7,8.8,4.1,0.962,0.261,1.46,1.22,1.57,54.0,15.0,115.4179306,175.0707245,5662.15625,645.055542,2582.552979,1506.699951,11152.49609,8947.297852,3,1
4024811.0,83.05,0.9,2.0,98.65,0.21,1.0,54.8,33.42,1.5,81.6,87.65,93.1,1.85,8.77,7.78,90.8,1.3,3.5,30.2,30.2,20.7,8.8,4.1,0.962,0.261,1.46,1.22,1.57,47.0,8.0,119.5776443,180.3502502,6104.90625,711.9335327,1754.987671,1503.899902,10543.73242,8133.696289,3,1
4024815.0,83.05,0.9,2.0,98.65,0.21,1.0,54.8,33.42,1.5,81.6,87.65,93.1,1.85,8.77,7.78,90.8,1.3,3.5,26.1,36.4,18.3,9.6,3.6,0.882,0.2,1.43,1.19,1.63,50.0,8.0,118.9220581,178.7474823,6796.417969,860.2581177,1546.658447,1503.800171,10316.00488,9688.490234,3,1
4024817.0,83.05,0.9,2.0,98.65,0.21,1.0,54.8,33.42,1.5,81.6,87.65,93.1,1.85,8.77,7.78,90.8,1.3,3.5,26.1,36.4,18.3,9.6,3.6,0.882,0.2,1.43,1.19,1.63,53.0,12.0,114.0448761,170.4517365,5774.048828,653.0073242,1840.107422,1504.099854,9762.205078,9247.798828,3,1
4024818.0,83.05,0.9,2.0,98.65,0.21,1.0,54.9,33.4,2.33,81.6,87.65,93.1,1.85,8.77,7.78,90.98,1.2,3.75,26.1,36.4,18.3,9.6,3.6,0.882,0.2,1.43,1.19,1.63,43.0,23.0,115.8248444,176.3841705,4838.202148,548.2521362,1107.332886,1505.999756,8020.40332,8230.705078,3,1
4024821.0,83.05,0.9,2.0,98.65,0.21,1.0,54.9,33.4,2.33,81.6,87.65,93.1,1.85,8.77,7.78,90.98,1.2,3.75,26.1,36.4,18.3,9.6,3.6,0.882,0.2,1.43,1.19,1.63,54.0,11.0,117.0180206,178.4434052,6092.993652,691.4250488,1500.352539,1501.999878,9902.023438,9902.902344,3,1
4024822.0,83.05,0.9,2.0,98.65,0.21,1.0,54.9,33.4,2.33,81.6,87.65,93.1,1.85,8.77,7.78,90.98,1.2,3.75,26.1,36.4,18.3,9.6,3.6,0.882,0.2,1.43,1.19,1.63,48.0,14.0,117.0870514,180.3456421,5388.98877,607.2022095,896.9998779,1503.5,9368.40625,9356.103516,3,1
4024825.0,83.05,0.9,2.0,98.65,0.21,1.0,54.9,33.4,2.33,81.6,87.65,93.1,1.85,8.77,7.78,90.98,1.2,3.75,24.0,41.3,16.3,9.2,3.4,0.87,0.158,1.47,1.22,1.69,50.0,11.0,118.9503326,177.9932404,5411.785645,611.0518188,1163.963013,1502.0,9879.102539,9904.199219,3,1
4024826.0,83.05,0.9,2.0,98.65,0.21,1.0,54.9,33.4,2.33,81.6,87.65,93.1,1.85,8.77,7.78,90.98,1.2,3.75,24.0,41.3,16.3,9.2,3.4,0.87,0.158,1.47,1.22,1.69,47.0,9.0,118.8986969,176.9502869,5086.57373,565.9939575,1457.0,1500.400024,10001.70703,9304.697266,3,1
4024827.0,83.05,0.9,2.0,98.65,0.21,1.0,54.9,33.4,2.33,81.6,87.65,93.1,1.85,8.77,7.78,90.98,1.2,3.75,22.9,42.6,15.8,9.6,3.6,0.759,0.154,1.45,1.18,1.68,51.0,8.0,120.85923,176.2449341,5918.896484,663.2410278,1508.0,2001.599976,9557.298828,11221.50098,3,1
