Heat,c (Coke1030),s (Coke1030),s112 (Coke1030),c (CokeFine),s (CokeFine),s05 (CokeFine),cao (Dolomite),mgo (Dolomite),s0_95 (Dolomite),fe_metal (DRI),fe_total (DRI),md (DRI),c (DRI),gunge (DRI),feo (DRI),cao (Lime),mgo (Lime),s0_95 (Lime),cao (Slag),feo (Slag),sio2 (Slag),mgo (Slag),al2o3 (Slag),p2o5 (Slag),mno (Slag),b2 (Slag),b3 (Slag),b4 (Slag),Power On (EAF),Power Off (EAF),Ele [MW] (EAF),Tapped [t] (EAF),O2 [Nm3] (EAF),CH4 [Nm3] (EAF),C.inj [kg] (EAF),C [kg] (EAF),CaO [kg] (EAF),MgO [kg] (EAF),Total_labels,Slag_labels
4033159.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,26.6,35.9,18.3,10.2,3.5,0.707,0.194,1.45,1.22,1.69,54.0,8.0,119.1276245,177.4209747,5663.311523,553.1957397,1203.913452,1500.900146,11973.40137,9602.586914,1,1
4033160.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,26.6,35.9,18.3,10.2,3.5,0.707,0.194,1.45,1.22,1.69,55.0,7.0,117.910675,174.0486298,5892.112793,574.8927612,1241.000244,1502.000244,12091.79688,9782.097656,1,1
4033162.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,27.9,34.3,18.5,10.3,3.5,0.714,0.183,1.51,1.27,1.74,53.0,8.0,116.4243088,174.2424927,5751.634277,568.7791138,1894.963013,1501.199951,10588.61816,9266.418945,1,1
4033164.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,27.9,34.3,18.5,10.3,3.5,0.714,0.183,1.51,1.27,1.74,51.0,15.0,115.5734024,175.6266327,5667.049316,545.6884766,1471.999512,1500.599976,9640.308594,8403.323242,1,1
4033165.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,27.9,34.3,18.5,10.3,3.5,0.714,0.183,1.51,1.27,1.74,49.0,7.0,114.7675171,175.4188538,4998.882324,487.6822205,2069.666748,1501.099976,9685.203125,7914.392578,1,1
4033166.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,29.1,25.9,23.4,11.8,4.4,0.764,0.224,1.24,1.05,1.47,53.0,8.0,117.0412598,174.2185059,5566.000977,548.0021973,2357.973877,1501.399902,9919.576172,9346.609375,1,0
4033167.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,29.1,25.9,23.4,11.8,4.4,0.764,0.224,1.24,1.05,1.47,52.0,7.0,116.5457458,172.621582,5719.401367,555.065979,2339.890137,1003.5,10468.98926,8908.128906,1,0
4033168.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,29.1,25.9,23.4,11.8,4.4,0.764,0.224,1.24,1.05,1.47,52.0,7.0,118.1842957,170.8504486,5891.579102,580.7206421,2004.975342,1001.099976,10029.00488,8706.121094,1,0
4033170.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,28.3,31.5,21.2,9.8,3.7,0.742,0.202,1.33,1.14,1.53,52.0,6.0,114.2893753,173.0971832,5985.066895,577.4382935,2039.0,1001.800049,10680.01953,8660.597656,1,1
4033171.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,28.3,31.5,21.2,9.8,3.7,0.742,0.202,1.33,1.14,1.53,50.0,17.0,113.2466583,178.0524597,5524.794922,534.6669922,2268.987549,1001.400024,10255.49609,7806.507324,1,1
4033172.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,28.3,31.5,21.2,9.8,3.7,0.742,0.202,1.33,1.14,1.53,50.0,8.0,114.7266846,172.3069916,5620.989746,543.7490234,1983.665283,1003.300049,10512.90527,8361.807617,1,1
4033173.0,83.51,0.93,2.71,83.51,0.93,2.0,56.45,32.25,3.5,78.5,86.3,91.0,1.6,9.86,10.04,91.18,1.2,1.4,28.3,31.5,21.2,9.8,3.7,0.742,0.202,1.33,1.14,1.53,51.0,16.0,115.6375885,174.3573914,5848.315918,566.2528076,2268.998535,1000.199951,10248.19824,8069.415039,1,1
4033175.0,83.51,0.93,2.71,83.51,0.93,2.0,55.35,34.05,3.5,79.7,86.65,91.95,1.95,9.41,8.94,90.9,1.2,4.0,26.2,37.1,18.7,9.1,3.5,0.719,0.209,1.4,1.18,1.59,50.0,8.0,115.0002441,172.8362579,5626.119629,546.5733032,2076.876221,0.0,11158.8916,8469.398438,1,1
4033177.0,83.51,0.93,2.71,83.51,0.93,2.0,55.35,34.05,3.5,79.7,86.65,91.95,1.95,9.41,8.94,90.9,1.2,4.0,26.2,37.1,18.7,9.1,3.5,0.719,0.209,1.4,1.18,1.59,54.0,15.0,112.5489349,173.0708313,5956.045898,572.6002197,2583.888672,0.0,11508.61035,9714.797852,1,1
4033178.0,83.51,0.93,2.71,83.51,0.93,2.0,55.35,34.05,3.5,79.7,86.65,91.95,1.95,9.41,8.94,90.9,1.2,4.0,26.2,37.1,18.7,9.1,3.5,0.719,0.209,1.4,1.18,1.59,52.0,8.0,113.6244965,177.3139954,5619.78418,540.3592529,650.9958496,1001.299927,11366.61719,8917.310547,1,1
4033181.0,83.51,0.93,2.71,83.51,0.93,2.0,55.35,34.05,3.5,79.7,86.65,91.95,1.95,9.41,8.94,90.9,1.2,4.0,25.1,37.7,19.1,9.2,3.5,0.757,0.307,1.31,1.11,1.52,48.0,7.0,115.1232681,172.287323,5359.30127,514.9586182,1039.888916,1003.099976,11371.71582,8338.705078,1,1
4033188.0,83.51,0.93,2.71,83.51,0.93,2.0,56.2,32.5,3.5,80.07,86.43,92.63,1.9,9.84,8.19,91.7,1.2,3.5,25.1,37.7,19.1,9.2,3.5,0.757,0.307,1.31,1.11,1.52,52.0,12.0,116.0265961,175.8486176,5504.676758,531.2444458,1807.995361,1003.199951,11313.40332,9054.700195,1,1
4033189.0,83.51,0.93,2.71,83.51,0.93,2.0,56.2,32.5,3.5,80.07,86.43,92.63,1.9,9.84,8.19,91.7,1.2,3.5,29.0,29.2,22.3,9.3,4.3,0.9,0.24,1.3,1.09,1.44,50.0,9.0,116.2947998,177.5548248,5543.572754,539.0619507,2092.987793,1001.399902,11580.00488,8974.595703,1,1
4033190.0,83.51,0.93,2.71,83.51,0.93,2.0,56.2,32.5,3.5,80.07,86.43,92.63,1.9,9.84,8.19,91.7,1.2,3.5,28.6,31.3,21.1,9.4,3.9,0.895,0.213,1.36,1.14,1.52,52.0,7.0,117.456955,170.638504,5662.687988,557.2783203,1853.740356,1000.300049,11257.41406,9094.302734,1,1
4033192.0,83.51,0.93,2.71,83.51,0.93,2.0,56.2,32.5,3.5,80.07,86.43,92.63,1.9,9.84,8.19,91.7,1.2,3.5,28.6,31.3,21.1,9.4,3.9,0.895,0.213,1.36,1.14,1.52,55.0,13.0,117.8012314,175.0567627,5406.053223,520.9919434,2173.035645,1001.0,11731.29688,9005.708008,1,1
4033194.0,83.51,0.93,2.71,83.51,0.93,2.0,56.2,32.5,3.5,80.07,86.43,92.63,1.9,9.84,8.19,91.7,1.2,3.5,30.9,25.6,23.8,9.5,4.4,0.895,0.257,1.3,1.1,1.43,53.0,10.0,116.6873703,174.6980133,5393.538574,518.4804688,1683.888916,1001.599976,12054.19629,8671.914063,1,1
4033196.0,83.51,0.93,2.71,83.51,0.93,2.0,56.2,32.5,3.5,80.07,86.43,92.63,1.9,9.84,8.19,91.7,1.2,3.5,30.9,25.6,23.8,9.5,4.4,0.895,0.257,1.3,1.1,1.43,52.0,8.0,118.9643631,170.8815308,4654.890625,447.4322815,1831.666748,1003.199951,11059.10645,8717.900391,1,1
4033197.0,83.51,0.93,2.71,83.51,0.93,2.0,56.2,32.5,3.5,80.07,86.43,92.63,1.9,9.84,8.19,91.7,1.2,3.5,30.9,25.6,23.8,9.5,4.4,0.895,0.257,1.3,1.1,1.43,50.0,8.0,119.5846558,171.8148651,5145.272461,494.2106934,1787.999878,1000.200073,10595.51074,8486.692383,1,1
4033202.0,83.51,0.93,2.71,83.51,0.93,2.0,56.85,32.35,4.0,80.8,86.93,92.93,1.93,9.38,7.89,91.63,1.2,4.0,29.2,29.0,22.1,10.2,3.8,0.845,0.23,1.32,1.13,1.52,52.0,9.0,116.2966537,170.7148438,5942.858887,577.5258789,1922.999512,1002.0,11241.40918,9136.085938,1,1
4033206.0,83.51,0.93,2.71,83.51,0.93,2.0,56.85,32.35,4.0,80.8,86.93,92.93,1.93,9.38,7.89,91.63,1.2,4.0,29.2,29.0,22.1,10.2,3.8,0.845,0.23,1.32,1.13,1.52,50.0,10.0,115.8146896,172.6207275,5537.216309,532.6716309,1889.330566,1003.599854,11060.5127,8778.107422,1,1
4033212.0,83.51,0.93,2.71,83.51,0.93,2.0,56.85,32.35,4.0,80.8,86.93,92.93,1.93,9.38,7.89,91.63,1.2,4.0,29.2,29.0,22.1,10.2,3.8,0.845,0.23,1.32,1.13,1.52,52.0,11.0,118.05056,170.1269379,5485.49707,528.2479248,1991.99585,1003.099976,11668.00977,9200.398438,1,1
4033215.0,83.51,0.93,2.71,83.51,0.93,2.0,56.85,32.35,4.0,80.8,86.93,92.93,1.93,9.38,7.89,91.63,1.2,4.0,31.2,21.7,25.3,11.4,4.8,0.886,0.261,1.23,1.04,1.42,54.0,8.0,117.8361206,174.4199371,5835.655273,562.3624878,2028.987183,1000.000122,12392.90332,9200.611328,1,1
4033216.0,83.51,0.93,2.71,83.51,0.93,2.0,56.85,32.35,4.0,80.8,86.93,92.93,1.93,9.38,7.89,91.63,1.2,4.0,31.2,21.7,25.3,11.4,4.8,0.886,0.261,1.23,1.04,1.42,49.0,8.0,119.2217255,175.0252075,5437.553711,531.4100952,1828.887573,1000.200073,11191.7207,8791.206055,1,1
4033219.0,83.51,0.93,2.71,83.51,0.93,2.0,56.85,32.35,4.0,80.8,86.93,92.93,1.93,9.38,7.89,91.63,1.2,4.0,31.2,21.7,25.3,11.4,4.8,0.886,0.261,1.23,1.04,1.42,50.0,8.0,118.650177,174.0268555,5623.441406,550.5722656,1991.0,1003.600098,11220.51172,8800.792969,1,1
4033220.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,31.2,21.7,25.3,11.4,4.8,0.886,0.261,1.23,1.04,1.42,52.0,15.0,118.5578537,174.2188263,5280.447754,507.4197388,1729.884399,1000.199829,11056.40625,8802.114258,1,1
4033223.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,31.2,21.7,25.3,11.4,4.8,0.886,0.261,1.23,1.04,1.42,55.0,8.0,118.150383,171.3988342,5888.85498,574.262207,2205.925781,1002.800049,11936.41895,9203.498047,1,1
4033225.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,28.1,34.1,19.9,8.7,3.7,0.844,0.233,1.41,1.19,1.56,49.0,8.0,119.6546097,174.0203247,5333.664551,516.5620117,1981.888916,1004.0,10335.59863,8404.907227,1,1
4033226.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,28.1,34.1,19.9,8.7,3.7,0.844,0.233,1.41,1.19,1.56,46.0,10.0,119.9221268,170.6510162,4844.547852,470.79422,1766.888916,1002.199951,9889.505859,8002.307129,1,1
4033231.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,25.1,37.1,19.3,9.4,3.6,0.888,0.246,1.3,1.1,1.51,54.0,9.0,115.9424515,172.3799438,5566.474609,552.3799438,1823.888428,1000.200073,11038.50781,8777.105469,1,1
4033233.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,25.1,37.1,19.3,9.4,3.6,0.888,0.246,1.3,1.1,1.51,57.0,9.0,115.2289581,170.3481293,5812.834961,563.2579956,2465.998535,1000.299927,11150.61523,9229.607422,1,1
4033234.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,29.1,28.3,22.7,9.6,4.4,0.988,0.276,1.28,1.07,1.42,55.0,9.0,115.1023941,175.4888611,5292.564941,511.6190796,1714.998657,1500.100098,11006.48633,8614.512695,1,1
4033235.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,29.1,28.3,22.7,9.6,4.4,0.988,0.276,1.28,1.07,1.42,56.0,10.0,115.6912155,173.4309845,5423.838379,521.5465698,2002.888916,1502.499756,13000.00684,8994.986328,1,1
4033237.0,83.29,0.98,2.75,83.29,0.98,2.0,55.67,32.47,4.67,79.15,86.65,91.35,1.6,9.6,9.65,91.83,1.2,3.67,27.7,35.7,18.2,9.1,3.5,0.91,0.228,1.52,1.28,1.7,53.0,15.0,117.8647156,181.7975464,5546.591309,533.3946533,1921.011841,1502.699951,10886.70117,8932.708984,1,1
4033239.0,81.1,0.9,2.5,81.1,0.9,2.0,55.37,32.9,3.0,79.2,86.45,91.65,1.9,9.57,9.33,91.5,1.2,4.33,27.7,35.7,18.2,9.1,3.5,0.91,0.228,1.52,1.28,1.7,53.0,12.0,116.2984619,174.472229,5387.198242,517.7330322,1901.001343,1500.599976,11097.90137,9057.895508,1,1
4033242.0,81.1,0.9,2.5,81.1,0.9,2.0,55.37,32.9,3.0,79.2,86.45,91.65,1.9,9.57,9.33,91.5,1.2,4.33,27.7,35.7,18.2,9.1,3.5,0.91,0.228,1.52,1.28,1.7,47.0,8.0,117.060936,178.9736938,5096.303711,492.7038574,1712.185059,1003.0,10605.11621,8406.018555,1,1
4033259.0,81.1,0.9,2.5,81.1,0.9,2.0,58.0,32.75,3.0,80.83,86.73,93.2,1.97,9.61,7.59,91.4,1.2,4.33,31.8,28.9,19.9,9.6,3.6,1.035,0.219,1.6,1.35,1.76,53.0,16.0,112.8328323,170.7680054,5719.115234,548.7827148,1981.963013,1002.400146,11203.69629,8940.310547,1,1
4033262.0,81.1,0.9,2.5,81.1,0.9,2.0,58.0,32.75,3.0,80.83,86.73,93.2,1.97,9.61,7.59,91.4,1.2,4.33,31.8,28.9,19.9,9.6,3.6,1.035,0.219,1.6,1.35,1.76,47.0,8.0,113.6633301,175.7726288,5129.90332,492.9931641,1740.987671,1001.699951,10243.4043,8300.306641,1,1
4033277.0,81.1,0.9,2.5,81.1,0.9,2.0,56.05,32.7,1.75,78.6,86.6,90.8,1.9,9.21,10.29,91.38,1.2,2.2,31.8,28.9,19.9,9.6,3.6,1.035,0.219,1.6,1.35,1.76,51.0,11.0,114.7764893,174.9924469,5276.65332,506.8380127,1722.995361,1000.800049,10913.61719,8955.28418,1,1
4033278.0,81.1,0.9,2.5,81.1,0.9,2.0,56.05,32.7,1.75,78.6,86.6,90.8,1.9,9.21,10.29,91.38,1.2,2.2,31.8,28.9,19.9,9.6,3.6,1.035,0.219,1.6,1.35,1.76,53.0,16.0,117.9262466,170.8916168,5620.493652,540.8408203,2087.998535,1001.800171,10956.80273,8814.181641,1,1
4033282.0,81.1,0.9,2.5,81.1,0.9,2.0,56.05,32.7,1.75,78.6,86.6,90.8,1.9,9.21,10.29,91.38,1.2,2.2,31.8,28.9,19.9,9.6,3.6,1.035,0.219,1.6,1.35,1.76,51.0,9.0,116.191452,175.2953186,5829.303711,567.2592773,1910.999878,1001.599731,11528.30566,9131.292969,1,1
4033284.0,81.1,0.9,2.5,81.1,0.9,2.0,56.05,32.7,1.75,78.6,86.6,90.8,1.9,9.21,10.29,91.38,1.2,2.2,31.8,28.9,19.9,9.6,3.6,1.035,0.219,1.6,1.35,1.76,47.0,21.0,113.3670273,174.3000031,5370.179199,517.5075073,1445.33313,1002.699951,10377.09863,6770.008789,1,1
4033298.0,81.1,0.9,2.5,81.1,0.9,2.0,57.37,32.87,2.0,80.13,86.6,92.53,2.03,9.51,8.32,91.53,1.2,4.33,29.8,29.6,20.6,10.1,3.9,0.961,0.226,1.45,1.22,1.63,55.0,8.0,117.3073578,172.1161346,5730.03125,551.8707275,2275.0,1001.799927,11706.40332,9411.393555,1,1
4033301.0,81.1,0.9,2.5,81.1,0.9,2.0,57.37,32.87,2.0,80.13,86.6,92.53,2.03,9.51,8.32,91.53,1.2,4.33,29.8,29.6,20.6,10.1,3.9,0.961,0.226,1.45,1.22,1.63,51.0,8.0,117.4998016,170.0501099,5244.597656,503.7098694,2288.99585,1001.599976,11640.69922,9485.998047,1,1
4033302.0,81.1,0.9,2.5,81.1,0.9,2.0,57.37,32.87,2.0,80.13,86.6,92.53,2.03,9.51,8.32,91.53,1.2,4.33,29.8,29.6,20.6,10.1,3.9,0.961,0.226,1.45,1.22,1.63,54.0,7.0,117.3437958,170.5696564,5928.958008,569.7980347,2140.998047,1001.199951,11543.20996,9197.606445,1,1
4033304.0,81.1,0.9,2.5,81.1,0.9,2.0,57.37,32.87,2.0,80.13,86.6,92.53,2.03,9.51,8.32,91.53,1.2,4.33,29.8,29.6,20.6,10.1,3.9,0.961,0.226,1.45,1.22,1.63,54.0,8.0,116.9285355,170.546463,5210.818848,500.4250183,1861.987671,1001.900024,12120.9043,9608.412109,1,1
4033305.0,81.1,0.9,2.5,81.1,0.9,2.0,57.37,32.87,2.0,80.13,86.6,92.53,2.03,9.51,8.32,91.53,1.2,4.33,29.1,32.2,20.0,9.1,3.8,0.99,0.21,1.46,1.22,1.61,53.0,17.0,117.51651,171.4645081,5638.192383,541.7988281,1942.999634,1003.600098,11422.81152,9263.095703,1,1
4033306.0,81.1,0.9,2.5,81.1,0.9,2.0,57.37,32.87,2.0,80.13,86.6,92.53,2.03,9.51,8.32,91.53,1.2,4.33,29.2,30.5,21.0,9.5,4.1,0.927,0.223,1.39,1.16,1.54,51.0,9.0,116.0753784,174.333374,5477.098145,526.5666504,1849.986694,1500.299805,11788.79883,9818.711914,1,1
4033307.0,81.1,0.9,2.5,81.1,0.9,2.0,57.37,32.87,2.0,80.13,86.6,92.53,2.03,9.51,8.32,91.53,1.2,4.33,29.2,30.5,21.0,9.5,4.1,0.927,0.223,1.39,1.16,1.54,54.0,8.0,117.2568512,171.6307983,5766.783691,554.1591187,1967.999878,1501.800049,12641.11914,9238.90625,1,1
4033310.0,81.1,0.9,2.5,81.1,0.9,2.0,57.37,32.87,2.0,80.13,86.6,92.53,2.03,9.51,8.32,91.53,1.2,4.33,29.8,28.6,21.8,9.9,4.2,0.903,0.236,1.37,1.15,1.53,54.0,8.0,117.6887512,173.2288208,5672.661621,544.8500366,1779.888428,1002.099854,12186.21094,10012.69141,1,1
4033315.0,81.1,0.9,2.5,81.1,0.9,2.0,57.6,32.73,3.0,79.9,86.37,92.5,2.2,9.58,8.32,91.32,1.2,4.0,27.6,31.8,20.8,10.3,3.9,0.879,0.2,1.33,1.12,1.53,51.0,18.0,116.7337036,170.0399628,5108.805664,490.2790527,1160.0,1500.500122,10729.71875,8551.521484,1,1
4033318.0,81.1,0.9,2.5,81.1,0.9,2.0,57.6,32.73,3.0,79.9,86.37,92.5,2.2,9.58,8.32,91.32,1.2,4.0,28.1,29.9,21.9,10.4,4.1,0.883,0.211,1.28,1.08,1.48,51.0,8.0,117.4369431,175.8416901,5622.909668,539.6506348,1604.0,1502.299805,11345.01563,8933.408203,1,1
4033319.0,81.1,0.9,2.5,81.1,0.9,2.0,57.6,32.73,3.0,79.9,86.37,92.5,2.2,9.58,8.32,91.32,1.2,4.0,28.6,28.7,21.9,10.8,4.3,0.906,0.224,1.31,1.09,1.5,50.0,7.0,116.6816483,172.3573914,5572.007324,536.237915,1535.001221,1501.099731,11310.09473,9044.498047,1,1
4033322.0,81.1,0.9,2.5,81.1,0.9,2.0,57.6,32.73,3.0,79.9,86.37,92.5,2.2,9.58,8.32,91.32,1.2,4.0,28.6,28.7,21.9,10.8,4.3,0.906,0.224,1.31,1.09,1.5,54.0,8.0,114.4667435,170.7452698,5978.890137,580.1252441,1827.0,1501.199707,11758.80371,9436.200195,1,1
4033324.0,81.1,0.9,2.5,81.1,0.9,2.0,57.6,32.73,3.0,79.9,86.37,92.5,2.2,9.58,8.32,91.32,1.2,4.0,28.6,28.7,21.9,10.8,4.3,0.906,0.224,1.31,1.09,1.5,58.0,9.0,113.7579956,170.7350464,6475.829102,628.0870972,2072.887451,1502.5,12745.41016,10479.00781,1,1
4033332.0,81.1,0.9,2.5,81.1,0.9,2.0,57.6,32.73,3.0,79.9,86.37,92.5,2.2,9.58,8.32,91.32,1.2,4.0,28.6,28.7,21.9,10.8,4.3,0.906,0.224,1.31,1.09,1.5,54.0,7.0,116.4939804,174.8315735,6163.648926,594.7906494,1905.963013,1501.5,11971.60547,9202.102539,1,1
4033333.0,81.1,0.9,2.5,81.1,0.9,2.0,57.6,32.73,3.0,79.9,86.37,92.5,2.2,9.58,8.32,91.32,1.2,4.0,28.6,28.7,21.9,10.8,4.3,0.906,0.224,1.31,1.09,1.5,52.0,7.0,117.5233688,172.6777344,5945.466309,579.617981,1903.998535,1503.300049,12679.10254,9205.996094,1,1
4033338.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.1,86.35,92.8,2.1,9.76,8.04,92.65,1.1,3.75,28.6,28.7,21.9,10.8,4.3,0.906,0.224,1.31,1.09,1.5,52.0,8.0,117.0004959,172.0072479,6528.952637,635.5128784,2165.0,1001.700195,11427.40625,9127.933594,1,1
4033340.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.1,86.35,92.8,2.1,9.76,8.04,92.65,1.1,3.75,28.0,29.2,21.4,11.3,4.0,0.925,0.21,1.31,1.1,1.55,49.0,7.0,118.9585876,172.6959534,5735.520996,551.6279907,1563.994507,1501.699585,11409.30859,9194.707031,1,1
4033362.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.53,86.5,93.1,1.87,9.92,7.68,92.65,1.1,3.75,26.9,36.0,18.4,9.5,3.5,0.79,0.24,1.46,1.23,1.66,50.0,8.0,121.8578262,173.2312622,5032.519043,483.8064575,1940.962524,1501.100098,11226.40234,9001.80957,1,1
4033363.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.53,86.5,93.1,1.87,9.92,7.68,92.65,1.1,3.75,26.9,36.0,18.4,9.5,3.5,0.79,0.24,1.46,1.23,1.66,49.0,8.0,121.6286087,171.4999847,5271.810059,507.4480896,1965.963013,1500.400146,11450.00586,9008.307617,1,1
4033364.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.53,86.5,93.1,1.87,9.92,7.68,92.65,1.1,3.75,26.9,36.0,18.4,9.5,3.5,0.79,0.24,1.46,1.23,1.66,51.0,18.0,121.0657272,173.5288544,5489.038574,527.1433716,1970.963013,1503.500366,11806.7998,9004.80957,1,1
4033371.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.53,86.5,93.1,1.87,9.92,7.68,92.65,1.1,3.75,26.9,36.0,18.4,9.5,3.5,0.79,0.24,1.46,1.23,1.66,50.0,7.0,119.5599442,170.9410706,5630.254395,541.3486328,1803.999878,1500.800049,11362.80469,9119.507813,1,1
4033372.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.53,86.5,93.1,1.87,9.92,7.68,92.65,1.1,3.75,30.2,25.6,24.3,9.3,4.8,0.935,0.197,1.24,1.04,1.36,50.0,8.0,120.2156982,176.8525085,5506.562988,532.2717285,1573.999878,1501.599976,11629.70215,9202.791992,1,1
4033377.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.53,86.5,93.1,1.87,9.92,7.68,92.65,1.1,3.75,30.2,25.6,24.3,9.3,4.8,0.935,0.197,1.24,1.04,1.36,51.0,7.0,119.3553085,170.4133911,6064.185547,587.8242798,1817.0,1500.799927,11337.50879,8866.103516,1,1
4033378.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.53,86.5,93.1,1.87,9.92,7.68,92.65,1.1,3.75,30.2,25.6,24.3,9.3,4.8,0.935,0.197,1.24,1.04,1.36,52.0,13.0,118.1952515,173.8877716,5986.626465,577.9136963,1952.320557,1504.099609,11961.18652,9557.066406,1,1
4033379.0,81.1,0.9,2.5,81.1,0.9,2.0,56.37,32.93,3.33,80.53,86.5,93.1,1.87,9.92,7.68,92.65,1.1,3.75,30.2,25.6,24.3,9.3,4.8,0.935,0.197,1.24,1.04,1.36,52.0,8.0,117.6558685,173.8116913,5485.127441,532.1295166,1912.88855,1002.400146,11308.49805,8794.994141,1,1
4033384.0,81.1,0.9,2.5,81.1,0.9,2.0,55.4,33.1,2.5,80.17,86.0,93.2,1.87,10.46,7.5,92.53,1.73,3.67,32.8,26.3,20.9,10.1,3.9,0.997,0.245,1.57,1.32,1.73,50.0,8.0,119.9739151,170.3140259,5476.647949,527.6807861,1972.0,1001.500122,11967.10059,9373.787109,1,1
4033387.0,81.1,0.9,2.5,81.1,0.9,2.0,55.4,33.1,2.5,80.17,86.0,93.2,1.87,10.46,7.5,92.53,1.73,3.67,32.8,26.3,20.9,10.1,3.9,0.997,0.245,1.57,1.32,1.73,54.0,16.0,120.0600967,175.7796021,6075.946289,584.59729,1871.0,1000.899902,12047.81934,9401.208008,1,1
4033389.0,81.1,0.9,2.5,81.1,0.9,2.0,55.4,33.1,2.5,80.17,86.0,93.2,1.87,10.46,7.5,92.53,1.73,3.67,32.8,26.3,20.9,10.1,3.9,0.997,0.245,1.57,1.32,1.73,53.0,9.0,121.2542038,175.2480927,6003.884766,580.152771,1989.555176,1000.399902,12263.50488,9401.703125,1,1
4033392.0,81.1,0.9,2.5,81.1,0.9,2.0,55.4,33.1,2.5,80.17,86.0,93.2,1.87,10.46,7.5,92.53,1.73,3.67,32.8,26.3,20.9,10.1,3.9,0.997,0.245,1.57,1.32,1.73,52.0,7.0,121.3370209,170.9868469,5878.590332,569.2528076,1869.983398,1003.0,11499.00684,9574.369141,1,1
4033395.0,81.1,0.9,2.5,81.1,0.9,2.0,55.4,33.1,2.5,80.17,86.0,93.2,1.87,10.46,7.5,92.53,1.73,3.67,28.3,30.3,21.6,9.5,4.3,0.978,0.207,1.31,1.09,1.46,50.0,7.0,122.1202164,173.4156342,5548.977539,538.0178223,1826.950684,1002.600098,11306.59668,8968.391602,1,1
