,x,y,label
20965,7.14,16.04,1
20966,7.14,15.98,1
20967,7.14,15.93,1
20968,7.14,15.87,1
20969,7.14,15.81,1
20970,7.14,15.76,1
20971,7.14,15.7,1
20972,7.14,15.64,1
20973,7.14,15.59,1
20974,7.14,15.53,1
20975,7.14,15.48,1
20976,7.14,15.42,1
20977,7.14,15.36,1
20978,7.14,15.31,1
20979,7.14,15.25,1
20980,7.14,15.2,1
20981,7.14,15.14,1
20982,7.14,15.08,1
20983,7.14,15.03,1
20984,7.14,14.97,1
20985,7.14,14.92,1
20986,7.14,14.86,1
20987,7.14,14.8,1
20988,7.14,14.75,1
20989,7.14,14.69,1
20990,7.14,14.64,1
20991,7.14,14.58,1
20992,7.14,14.52,1
20993,7.14,14.47,1
20994,7.14,14.41,1
20995,7.14,14.36,1
20996,7.14,14.3,1
20997,7.14,14.24,1
20998,7.14,14.19,1
20999,7.14,14.13,1
21000,7.14,14.07,1
21001,7.14,14.02,1
21002,7.14,13.96,1
21003,7.14,13.91,1
21004,7.14,13.85,1
21005,7.14,13.79,1
21006,7.14,13.74,1
21007,7.14,13.68,1
21008,7.14,13.63,1
21009,7.14,13.57,1
21010,7.14,13.51,1
21011,7.14,13.46,1
21012,7.14,13.4,1
21013,7.14,13.35,1
21014,7.14,13.29,1
21015,7.14,13.23,1
21016,7.14,13.18,1
21017,7.14,13.12,1
21018,7.14,13.07,1
21019,7.14,13.01,1
21020,7.14,12.95,1
21021,7.14,12.9,1
21022,7.14,12.84,1
21023,7.14,12.79,1
21024,7.14,12.73,1
21025,7.14,12.67,1
21026,7.14,12.62,1
21027,7.14,12.56,1
21028,7.14,12.5,1
21029,7.14,12.45,1
21030,7.14,12.39,1
21031,7.14,12.34,1
21032,7.14,12.28,1
21033,7.14,12.22,1
21034,7.14,12.17,1
21035,7.14,12.11,1
21036,7.14,12.06,1
21037,7.14,12.0,1
21038,7.14,11.94,1
21039,7.14,11.89,1
21040,7.14,11.83,1
21041,7.14,11.78,1
21042,7.14,11.72,1
21043,7.14,11.66,1
21044,7.14,11.61,1
21045,7.14,11.55,1
21046,7.14,11.5,1
21047,7.14,11.44,1
21048,7.14,11.38,1
21049,7.14,11.33,1
21050,7.14,11.27,1
21051,7.14,11.21,1
21052,7.14,11.16,1
21053,7.14,11.1,1
21054,7.14,11.05,1
21055,7.14,10.99,1
21056,7.14,10.93,1
21057,7.14,10.88,1
21058,7.14,10.82,1
21059,7.14,10.77,1
21060,7.14,10.71,1
21061,7.14,10.65,1
21062,7.14,10.6,1
21063,7.14,10.54,1
21064,7.14,10.49,1
21065,7.14,10.43,1
21066,7.14,10.37,1
21067,7.14,10.32,1
21068,7.14,10.26,1
21069,7.14,10.21,1
21070,7.14,10.15,1
21071,7.14,10.09,1
21072,7.14,10.04,1
21073,7.14,9.98,1
21074,7.14,9.93,1
21075,7.14,9.87,1
21076,7.14,9.81,1
21077,7.14,9.76,1
21078,7.14,9.7,1
21079,7.14,9.64,1
21080,7.14,9.59,1
21081,7.14,9.53,1
21082,7.14,9.48,1
21083,7.14,9.42,1
21084,7.14,9.36,1
21085,7.14,9.31,1
21086,7.14,9.25,1
21087,7.14,9.2,1
21088,7.14,9.14,1
21089,7.14,9.08,1
21090,7.14,9.03,1
21091,7.14,8.97,1
21092,7.14,8.92,1
21093,7.14,8.86,1
21094,7.14,8.8,1
21095,7.14,8.75,1
21096,7.14,8.69,1
21097,7.14,8.64,1
21098,7.14,8.58,1
21099,7.14,8.52,1
21100,7.14,8.47,1
21101,7.14,8.41,1
21102,7.14,8.36,1
21103,7.14,8.3,1
21104,7.14,8.24,1
21105,7.14,8.19,1
21106,7.14,8.13,1
21107,7.14,8.07,1
21108,7.14,8.02,1
21109,7.14,7.96,1
21110,7.14,7.91,1
21111,7.14,7.85,1
21112,7.14,7.79,1
21113,7.14,7.74,1
21114,7.14,7.68,1
21115,7.14,7.63,1
21116,7.14,7.57,1
21117,7.14,7.51,1
21118,7.14,7.46,1
21119,7.14,7.4,1
21120,7.14,7.35,1
21121,7.14,7.29,1
21122,7.14,7.23,1
21123,7.14,7.18,1
21124,7.14,7.12,1
21125,7.14,7.07,1
21126,7.14,7.01,1
21127,7.14,6.95,1
21128,7.14,6.9,1
21129,7.14,6.84,1
21130,7.14,6.79,1
21131,7.14,6.73,1
21132,7.14,6.67,1
21133,7.14,6.62,1
21134,7.14,6.56,1
21135,7.14,6.5,1
21136,7.14,6.45,1
21137,7.14,6.39,1
21138,7.14,6.34,1
21139,7.14,6.28,1
21140,7.14,6.22,1
21141,7.14,6.17,1
21142,7.14,6.11,1
21143,7.14,6.06,1
21144,7.14,6.0,1
21145,7.14,5.94,1
21146,7.14,5.89,1
21147,7.14,5.83,1
21148,7.14,5.78,1
21149,7.14,5.72,1
21150,7.14,5.66,1
21151,7.14,5.61,1
21152,7.14,5.55,1
21153,7.14,5.5,1
21154,7.14,5.44,1
21155,7.14,5.38,1
21156,7.14,5.33,1
21157,7.14,5.27,1
21158,7.14,5.21,1
21159,7.14,5.16,1
21160,7.14,5.1,1
21161,7.14,5.05,1
21162,7.14,4.99,1
21163,7.14,4.93,1
21164,7.14,4.88,1
21165,7.14,4.82,1
21166,7.14,4.77,1
21167,7.14,4.71,1
21168,7.14,4.65,1
21169,7.14,4.6,1
21170,7.14,4.54,1
21171,7.14,4.49,1
21172,7.14,4.43,1
21173,7.14,4.37,1
21174,7.14,4.32,1
21175,7.14,4.26,1
21176,7.14,4.21,1
21177,7.14,4.15,1
21178,7.14,4.09,1
21179,7.14,4.04,1
21180,7.14,3.98,1
21181,7.14,3.93,1
21182,7.14,3.87,1
21183,7.14,3.81,1
21184,7.14,3.76,1
21185,7.14,3.7,1
21186,7.14,3.64,1
21187,7.14,3.59,1
21188,7.14,3.53,1
21189,7.14,3.48,1
21190,7.14,3.42,1
21191,7.14,3.36,1
21192,7.14,3.31,1
21193,7.14,3.25,1
21194,7.14,3.2,1
21195,7.14,3.14,1
21196,7.14,3.08,1
21197,7.14,3.03,1
21198,7.14,2.97,1
21199,7.14,2.92,1
21200,7.14,2.86,1
21201,7.14,2.8,1
21202,7.14,2.75,1
21203,7.14,2.69,1
21204,7.14,2.64,1
21205,7.14,2.58,1
21206,7.14,2.52,1
21207,7.14,2.47,1
21208,7.14,2.41,1
21209,7.14,2.36,1
21210,7.14,2.3,1
21211,7.14,2.24,1
21212,7.14,2.19,1
21213,7.14,2.13,1
21214,7.14,2.07,1
21215,7.14,2.02,1
21216,7.14,1.96,1
21217,7.14,1.91,1
21218,7.14,1.85,1
21219,7.14,1.79,1
21220,7.14,1.74,1
21221,7.14,1.68,1
21222,7.14,1.63,1
21223,7.14,1.57,1
21224,7.14,1.51,1
21225,7.14,1.46,1
21226,7.14,1.4,1
21227,7.14,1.35,1
21228,7.14,1.29,1
21229,7.14,1.23,1
21230,7.14,1.18,1
21231,7.14,1.12,1
21232,7.14,1.07,1
21233,7.14,1.01,1
21234,7.14,0.95,1
21235,7.14,0.9,1
21236,7.14,0.84,1
21237,7.14,0.79,1
21238,7.14,0.73,1
21239,7.14,0.67,1
21240,7.14,0.62,1
21241,7.14,0.56,1
21242,7.14,0.5,1
21243,7.14,0.45,1
21244,7.14,0.39,1
21245,7.14,0.34,1
21246,7.14,0.28,1
21247,7.14,0.22,1
21248,7.14,0.17,1
21249,7.14,0.11,1
21250,7.14,0.06,1
21251,7.14,0.0,1
21252,7.25,18.0,1
21253,7.25,17.94,1
21254,7.25,17.89,1
21255,7.25,17.83,1
21256,7.25,17.78,1
21257,7.25,17.72,1
21258,7.25,17.66,1
21259,7.25,17.61,1
21260,7.25,17.55,1
21261,7.25,17.5,1
21262,7.25,17.44,1
21263,7.25,17.38,1
21264,7.25,17.33,1
21265,7.25,17.27,1
21266,7.25,17.21,1
21267,7.25,17.16,1
21268,7.25,17.1,1
21269,7.25,17.05,1
21270,7.25,16.99,1
21271,7.25,16.93,1
21272,7.25,16.88,1
21273,7.25,16.82,1
21274,7.25,16.77,1
21275,7.25,16.71,1
21276,7.25,16.65,1
21277,7.25,16.6,1
21278,7.25,16.54,1
21279,7.25,16.49,1
21280,7.25,16.43,1
21281,7.25,16.37,1
21282,7.25,16.32,1
21283,7.25,16.26,1
21284,7.25,16.21,1
21285,7.25,16.15,1
21286,7.25,16.09,1
21287,7.25,16.04,1
21288,7.25,15.98,1
21289,7.25,15.93,1
21290,7.25,15.87,1
21291,7.25,15.81,1
21292,7.25,15.76,1
21293,7.25,15.7,1
21294,7.25,15.64,1
21295,7.25,15.59,1
21296,7.25,15.53,1
21297,7.25,15.48,1
21298,7.25,15.42,1
21299,7.25,15.36,1
21300,7.25,15.31,1
21301,7.25,15.25,1
21302,7.25,15.2,1
21303,7.25,15.14,1
21304,7.25,15.08,1
21305,7.25,15.03,1
21306,7.25,14.97,1
21307,7.25,14.92,1
21308,7.25,14.86,1
21309,7.25,14.8,1
21310,7.25,14.75,1
21311,7.25,14.69,1
21312,7.25,14.64,1
21313,7.25,14.58,1
21314,7.25,14.52,1
21315,7.25,14.47,1
21316,7.25,14.41,1
21317,7.25,14.36,1
21318,7.25,14.3,1
21319,7.25,14.24,1
21320,7.25,14.19,1
21321,7.25,14.13,1
21322,7.25,14.07,1
21323,7.25,14.02,1
21324,7.25,13.96,1
21325,7.25,13.91,1
21326,7.25,13.85,1
21327,7.25,13.79,1
21328,7.25,13.74,1
21329,7.25,13.68,1
21330,7.25,13.63,1
21331,7.25,13.57,1
21332,7.25,13.51,1
21333,7.25,13.46,1
21334,7.25,13.4,1
21335,7.25,13.35,1
21336,7.25,13.29,1
21337,7.25,13.23,1
21338,7.25,13.18,1
21339,7.25,13.12,1
21340,7.25,13.07,1
21341,7.25,13.01,1
21342,7.25,12.95,1
21343,7.25,12.9,1
21344,7.25,12.84,1
21345,7.25,12.79,1
21346,7.25,12.73,1
21347,7.25,12.67,1
21348,7.25,12.62,1
21349,7.25,12.56,1
21350,7.25,12.5,1
21351,7.25,12.45,1
21352,7.25,12.39,1
21353,7.25,12.34,1
21354,7.25,12.28,1
21355,7.25,12.22,1
21356,7.25,12.17,1
21357,7.25,12.11,1
21358,7.25,12.06,1
21359,7.25,12.0,1
21360,7.25,11.94,1
21361,7.25,11.89,1
21362,7.25,11.83,1
21363,7.25,11.78,1
21364,7.25,11.72,1
21365,7.25,11.66,1
21366,7.25,11.61,1
21367,7.25,11.55,1
21368,7.25,11.5,1
21369,7.25,11.44,1
21370,7.25,11.38,1
21371,7.25,11.33,1
21372,7.25,11.27,1
21373,7.25,11.21,1
21374,7.25,11.16,1
21375,7.25,11.1,1
21376,7.25,11.05,1
21377,7.25,10.99,1
21378,7.25,10.93,1
21379,7.25,10.88,1
21380,7.25,10.82,1
21381,7.25,10.77,1
21382,7.25,10.71,1
21383,7.25,10.65,1
21384,7.25,10.6,1
21385,7.25,10.54,1
21386,7.25,10.49,1
21387,7.25,10.43,1
21388,7.25,10.37,1
21389,7.25,10.32,1
21390,7.25,10.26,1
21391,7.25,10.21,1
21392,7.25,10.15,1
21393,7.25,10.09,1
21394,7.25,10.04,1
21395,7.25,9.98,1
21396,7.25,9.93,1
21397,7.25,9.87,1
21398,7.25,9.81,1
21399,7.25,9.76,1
21400,7.25,9.7,1
21401,7.25,9.64,1
21402,7.25,9.59,1
21403,7.25,9.53,1
21404,7.25,9.48,1
21405,7.25,9.42,1
21406,7.25,9.36,1
21407,7.25,9.31,1
21408,7.25,9.25,1
21409,7.25,9.2,1
21410,7.25,9.14,1
21411,7.25,9.08,1
21412,7.25,9.03,1
21413,7.25,8.97,1
21414,7.25,8.92,1
21415,7.25,8.86,1
21416,7.25,8.8,1
21417,7.25,8.75,1
21418,7.25,8.69,1
21419,7.25,8.64,1
21420,7.25,8.58,1
21421,7.25,8.52,1
21422,7.25,8.47,1
21423,7.25,8.41,1
21424,7.25,8.36,1
21425,7.25,8.3,1
21426,7.25,8.24,1
21427,7.25,8.19,1
21428,7.25,8.13,1
21429,7.25,8.07,1
21430,7.25,8.02,1
21431,7.25,7.96,1
21432,7.25,7.91,1
21433,7.25,7.85,1
21434,7.25,7.79,1
21435,7.25,7.74,1
21436,7.25,7.68,1
21437,7.25,7.63,1
21438,7.25,7.57,1
21439,7.25,7.51,1
21440,7.25,7.46,1
21441,7.25,7.4,1
21442,7.25,7.35,1
21443,7.25,7.29,1
21444,7.25,7.23,1
21445,7.25,7.18,1
21446,7.25,7.12,1
21447,7.25,7.07,1
21448,7.25,7.01,1
21449,7.25,6.95,1
21450,7.25,6.9,1
21451,7.25,6.84,1
21452,7.25,6.79,1
21453,7.25,6.73,1
21454,7.25,6.67,1
21455,7.25,6.62,1
21456,7.25,6.56,1
21457,7.25,6.5,1
21458,7.25,6.45,1
21459,7.25,6.39,1
21460,7.25,6.34,1
21461,7.25,6.28,1
21462,7.25,6.22,1
21463,7.25,6.17,1
21464,7.25,6.11,1
21465,7.25,6.06,1
21466,7.25,6.0,1
21467,7.25,5.94,1
21468,7.25,5.89,1
21469,7.25,5.83,1
21470,7.25,5.78,1
21471,7.25,5.72,1
21472,7.25,5.66,1
21473,7.25,5.61,1
21474,7.25,5.55,1
21475,7.25,5.5,1
21476,7.25,5.44,1
21477,7.25,5.38,1
21478,7.25,5.33,1
21479,7.25,5.27,1
21480,7.25,5.21,1
21481,7.25,5.16,1
21482,7.25,5.1,1
21483,7.25,5.05,1
21484,7.25,4.99,1
21485,7.25,4.93,1
21486,7.25,4.88,1
21487,7.25,4.82,1
21488,7.25,4.77,1
21489,7.25,4.71,1
21490,7.25,4.65,1
21491,7.25,4.6,1
21492,7.25,4.54,1
21493,7.25,4.49,1
21494,7.25,4.43,1
21495,7.25,4.37,1
21496,7.25,4.32,1
21497,7.25,4.26,1
21498,7.25,4.21,1
21499,7.25,4.15,1
21500,7.25,4.09,1
21501,7.25,4.04,1
21502,7.25,3.98,1
21503,7.25,3.93,1
21504,7.25,3.87,1
21505,7.25,3.81,1
21506,7.25,3.76,1
21507,7.25,3.7,1
21508,7.25,3.64,1
21509,7.25,3.59,1
21510,7.25,3.53,1
21511,7.25,3.48,1
21512,7.25,3.42,1
21513,7.25,3.36,1
21514,7.25,3.31,1
21515,7.25,3.25,1
21516,7.25,3.2,1
21517,7.25,3.14,1
21518,7.25,3.08,1
21519,7.25,3.03,1
21520,7.25,2.97,1
21521,7.25,2.92,1
21522,7.25,2.86,1
21523,7.25,2.8,1
21524,7.25,2.75,1
21525,7.25,2.69,1
21526,7.25,2.64,1
21527,7.25,2.58,1
21528,7.25,2.52,1
21529,7.25,2.47,1
21530,7.25,2.41,1
21531,7.25,2.36,1
21532,7.25,2.3,1
21533,7.25,2.24,1
21534,7.25,2.19,1
21535,7.25,2.13,1
21536,7.25,2.07,1
21537,7.25,2.02,1
21538,7.25,1.96,1
21539,7.25,1.91,1
21540,7.25,1.85,1
21541,7.25,1.79,1
21542,7.25,1.74,1
21543,7.25,1.68,1
21544,7.25,1.63,1
21545,7.25,1.57,1
21546,7.25,1.51,1
21547,7.25,1.46,1
21548,7.25,1.4,1
21549,7.25,1.35,1
21550,7.25,1.29,1
21551,7.25,1.23,1
21552,7.25,1.18,1
21553,7.25,1.12,1
21554,7.25,1.07,1
21555,7.25,1.01,1
21556,7.25,0.95,1
21557,7.25,0.9,1
21558,7.25,0.84,1
21559,7.25,0.79,1
21560,7.25,0.73,1
21561,7.25,0.67,1
21562,7.25,0.62,1
21563,7.25,0.56,1
21564,7.25,0.5,1
21565,7.25,0.45,1
21566,7.25,0.39,1
21567,7.25,0.34,1
21568,7.25,0.28,1
21569,7.25,0.22,1
21570,7.25,0.17,1
21571,7.25,0.11,1
21572,7.25,0.06,1
21573,7.25,0.0,1
21574,7.36,18.0,1
21575,7.36,17.94,1
21576,7.36,17.89,1
21577,7.36,17.83,1
21578,7.36,17.78,1
21579,7.36,17.72,1
21580,7.36,17.66,1
21581,7.36,17.61,1
21582,7.36,17.55,1
21583,7.36,17.5,1
21584,7.36,17.44,1
21585,7.36,17.38,1
21586,7.36,17.33,1
21587,7.36,17.27,1
21588,7.36,17.21,1
21589,7.36,17.16,1
21590,7.36,17.1,1
21591,7.36,17.05,1
21592,7.36,16.99,1
21593,7.36,16.93,1
21594,7.36,16.88,1
21595,7.36,16.82,1
21596,7.36,16.77,1
21597,7.36,16.71,1
21598,7.36,16.65,1
21599,7.36,16.6,1
21600,7.36,16.54,1
21601,7.36,16.49,1
21602,7.36,16.43,1
21603,7.36,16.37,1
21604,7.36,16.32,1
21605,7.36,16.26,1
21606,7.36,16.21,1
21607,7.36,16.15,1
21608,7.36,16.09,1
21609,7.36,16.04,1
21610,7.36,15.98,1
21611,7.36,15.93,1
21612,7.36,15.87,1
21613,7.36,15.81,1
21614,7.36,15.76,1
21615,7.36,15.7,1
21616,7.36,15.64,1
21617,7.36,15.59,1
21618,7.36,15.53,1
21619,7.36,15.48,1
21620,7.36,15.42,1
21621,7.36,15.36,1
21622,7.36,15.31,1
21623,7.36,15.25,1
21624,7.36,15.2,1
21625,7.36,15.14,1
21626,7.36,15.08,1
21627,7.36,15.03,1
21628,7.36,14.97,1
21629,7.36,14.92,1
21630,7.36,14.86,1
21631,7.36,14.8,1
21632,7.36,14.75,1
21633,7.36,14.69,1
21634,7.36,14.64,1
21635,7.36,14.58,1
21636,7.36,14.52,1
21637,7.36,14.47,1
21638,7.36,14.41,1
21639,7.36,14.36,1
21640,7.36,14.3,1
21641,7.36,14.24,1
21642,7.36,14.19,1
21643,7.36,14.13,1
21644,7.36,14.07,1
21645,7.36,14.02,1
21646,7.36,13.96,1
21647,7.36,13.91,1
21648,7.36,13.85,1
21649,7.36,13.79,1
21650,7.36,13.74,1
21651,7.36,13.68,1
21652,7.36,13.63,1
21653,7.36,13.57,1
21654,7.36,13.51,1
21655,7.36,13.46,1
21656,7.36,13.4,1
21657,7.36,13.35,1
21658,7.36,13.29,1
21659,7.36,13.23,1
21660,7.36,13.18,1
21661,7.36,13.12,1
21662,7.36,13.07,1
21663,7.36,13.01,1
21664,7.36,12.95,1
21665,7.36,12.9,1
21666,7.36,12.84,1
21667,7.36,12.79,1
21668,7.36,12.73,1
21669,7.36,12.67,1
21670,7.36,12.62,1
21671,7.36,12.56,1
21672,7.36,12.5,1
21673,7.36,12.45,1
21674,7.36,12.39,1
21675,7.36,12.34,1
21676,7.36,12.28,1
21677,7.36,12.22,1
21678,7.36,12.17,1
21679,7.36,12.11,1
21680,7.36,12.06,1
21681,7.36,12.0,1
21682,7.36,11.94,1
21683,7.36,11.89,1
21684,7.36,11.83,1
21685,7.36,11.78,1
21686,7.36,11.72,1
21687,7.36,11.66,1
21688,7.36,11.61,1
21689,7.36,11.55,1
21690,7.36,11.5,1
21691,7.36,11.44,1
21692,7.36,11.38,1
21693,7.36,11.33,1
21694,7.36,11.27,1
21695,7.36,11.21,1
21696,7.36,11.16,1
21697,7.36,11.1,1
21698,7.36,11.05,1
21699,7.36,10.99,1
21700,7.36,10.93,1
21701,7.36,10.88,1
21702,7.36,10.82,1
21703,7.36,10.77,1
21704,7.36,10.71,1
21705,7.36,10.65,1
21706,7.36,10.6,1
21707,7.36,10.54,1
21708,7.36,10.49,1
21709,7.36,10.43,1
21710,7.36,10.37,1
21711,7.36,10.32,1
21712,7.36,10.26,1
21713,7.36,10.21,1
21714,7.36,10.15,1
21715,7.36,10.09,1
21716,7.36,10.04,1
21717,7.36,9.98,1
21718,7.36,9.93,1
21719,7.36,9.87,1
21720,7.36,9.81,1
21721,7.36,9.76,1
21722,7.36,9.7,1
21723,7.36,9.64,1
21724,7.36,9.59,1
21725,7.36,9.53,1
21726,7.36,9.48,1
21727,7.36,9.42,1
21728,7.36,9.36,1
21729,7.36,9.31,1
21730,7.36,9.25,1
21731,7.36,9.2,1
21732,7.36,9.14,1
21733,7.36,9.08,1
21734,7.36,9.03,1
21735,7.36,8.97,1
21736,7.36,8.92,1
21737,7.36,8.86,1
21738,7.36,8.8,1
21739,7.36,8.75,1
21740,7.36,8.69,1
21741,7.36,8.64,1
21742,7.36,8.58,1
21743,7.36,8.52,1
21744,7.36,8.47,1
21745,7.36,8.41,1
21746,7.36,8.36,1
21747,7.36,8.3,1
21748,7.36,8.24,1
21749,7.36,8.19,1
21750,7.36,8.13,1
21751,7.36,8.07,1
21752,7.36,8.02,1
21753,7.36,7.96,1
21754,7.36,7.91,1
21755,7.36,7.85,1
21756,7.36,7.79,1
21757,7.36,7.74,1
21758,7.36,7.68,1
21759,7.36,7.63,1
21760,7.36,7.57,1
21761,7.36,7.51,1
21762,7.36,7.46,1
21763,7.36,7.4,1
21764,7.36,7.35,1
21765,7.36,7.29,1
21766,7.36,7.23,1
21767,7.36,7.18,1
21768,7.36,7.12,1
21769,7.36,7.07,1
21770,7.36,7.01,1
21771,7.36,6.95,1
21772,7.36,6.9,1
21773,7.36,6.84,1
21774,7.36,6.79,1
21775,7.36,6.73,1
21776,7.36,6.67,1
21777,7.36,6.62,1
21778,7.36,6.56,1
21779,7.36,6.5,1
21780,7.36,6.45,1
21781,7.36,6.39,1
21782,7.36,6.34,1
21783,7.36,6.28,1
21784,7.36,6.22,1
21785,7.36,6.17,1
21786,7.36,6.11,1
21787,7.36,6.06,1
21788,7.36,6.0,1
21789,7.36,5.94,1
21790,7.36,5.89,1
21791,7.36,5.83,1
21792,7.36,5.78,1
21793,7.36,5.72,1
21794,7.36,5.66,1
21795,7.36,5.61,1
21796,7.36,5.55,1
21797,7.36,5.5,1
21798,7.36,5.44,1
21799,7.36,5.38,1
21800,7.36,5.33,1
21801,7.36,5.27,1
21802,7.36,5.21,1
21803,7.36,5.16,1
21804,7.36,5.1,1
21805,7.36,5.05,1
21806,7.36,4.99,1
21807,7.36,4.93,1
21808,7.36,4.88,1
21809,7.36,4.82,1
21810,7.36,4.77,1
21811,7.36,4.71,1
21812,7.36,4.65,1
21813,7.36,4.6,1
21814,7.36,4.54,1
21815,7.36,4.49,1
21816,7.36,4.43,1
21817,7.36,4.37,1
21818,7.36,4.32,1
21819,7.36,4.26,1
21820,7.36,4.21,1
21821,7.36,4.15,1
21822,7.36,4.09,1
21823,7.36,4.04,1
21824,7.36,3.98,1
21825,7.36,3.93,1
21826,7.36,3.87,1
21827,7.36,3.81,1
21828,7.36,3.76,1
21829,7.36,3.7,1
21830,7.36,3.64,1
21831,7.36,3.59,1
21832,7.36,3.53,1
21833,7.36,3.48,1
21834,7.36,3.42,1
21835,7.36,3.36,1
21836,7.36,3.31,1
21837,7.36,3.25,1
21838,7.36,3.2,1
21839,7.36,3.14,1
21840,7.36,3.08,1
21841,7.36,3.03,1
21842,7.36,2.97,1
21843,7.36,2.92,1
21844,7.36,2.86,1
21845,7.36,2.8,1
21846,7.36,2.75,1
21847,7.36,2.69,1
21848,7.36,2.64,1
21849,7.36,2.58,1
21850,7.36,2.52,1
21851,7.36,2.47,1
21852,7.36,2.41,1
21853,7.36,2.36,1
21854,7.36,2.3,1
21855,7.36,2.24,1
21856,7.36,2.19,1
21857,7.36,2.13,1
21858,7.36,2.07,1
21859,7.36,2.02,1
21860,7.36,1.96,1
21861,7.36,1.91,1
21862,7.36,1.85,1
21863,7.36,1.79,1
21864,7.36,1.74,1
21865,7.36,1.68,1
21866,7.36,1.63,1
21867,7.36,1.57,1
21868,7.36,1.51,1
21869,7.36,1.46,1
21870,7.36,1.4,1
21871,7.36,1.35,1
21872,7.36,1.29,1
21873,7.36,1.23,1
21874,7.36,1.18,1
21875,7.36,1.12,1
21876,7.36,1.07,1
21877,7.36,1.01,1
21878,7.36,0.95,1
21879,7.36,0.9,1
21880,7.36,0.84,1
21881,7.36,0.79,1
21882,7.36,0.73,1
21883,7.36,0.67,1
21884,7.36,0.62,1
21885,7.36,0.56,1
21886,7.36,0.5,1
21887,7.36,0.45,1
21888,7.36,0.39,1
21889,7.36,0.34,1
21890,7.36,0.28,1
21891,7.36,0.22,1
21892,7.36,0.17,1
21893,7.36,0.11,1
21894,7.36,0.06,1
21895,7.36,0.0,1
21896,7.47,18.0,1
21897,7.47,17.94,1
21898,7.47,17.89,1
21899,7.47,17.83,1
21900,7.47,17.78,1
21901,7.47,17.72,1
21902,7.47,17.66,1
21903,7.47,17.61,1
21904,7.47,17.55,1
21905,7.47,17.5,1
21906,7.47,17.44,1
21907,7.47,17.38,1
21908,7.47,17.33,1
21909,7.47,17.27,1
21910,7.47,17.21,1
21911,7.47,17.16,1
21912,7.47,17.1,1
21913,7.47,17.05,1
21914,7.47,16.99,1
21915,7.47,16.93,1
21916,7.47,16.88,1
21917,7.47,16.82,1
21918,7.47,16.77,1
21919,7.47,16.71,1
21920,7.47,16.65,1
21921,7.47,16.6,1
21922,7.47,16.54,1
21923,7.47,16.49,1
21924,7.47,16.43,1
21925,7.47,16.37,1
21926,7.47,16.32,1
21927,7.47,16.26,1
21928,7.47,16.21,1
21929,7.47,16.15,1
21930,7.47,16.09,1
21931,7.47,16.04,1
21932,7.47,15.98,1
21933,7.47,15.93,1
21934,7.47,15.87,1
21935,7.47,15.81,1
21936,7.47,15.76,1
21937,7.47,15.7,1
21938,7.47,15.64,1
21939,7.47,15.59,1
21940,7.47,15.53,1
21941,7.47,15.48,1
21942,7.47,15.42,1
21943,7.47,15.36,1
21944,7.47,15.31,1
21945,7.47,15.25,1
21946,7.47,15.2,1
21947,7.47,15.14,1
21948,7.47,15.08,1
21949,7.47,15.03,1
21950,7.47,14.97,1
21951,7.47,14.92,1
21952,7.47,14.86,1
21953,7.47,14.8,1
21954,7.47,14.75,1
21955,7.47,14.69,1
21956,7.47,14.64,1
21957,7.47,14.58,1
21958,7.47,14.52,1
21959,7.47,14.47,1
21960,7.47,14.41,1
21961,7.47,14.36,1
21962,7.47,14.3,1
21963,7.47,14.24,1
21964,7.47,14.19,1
21965,7.47,14.13,1
21966,7.47,14.07,1
21967,7.47,14.02,1
21968,7.47,13.96,1
21969,7.47,13.91,1
21970,7.47,13.85,1
21971,7.47,13.79,1
21972,7.47,13.74,1
21973,7.47,13.68,1
21974,7.47,13.63,1
21975,7.47,13.57,1
21976,7.47,13.51,1
21977,7.47,13.46,1
21978,7.47,13.4,1
21979,7.47,13.35,1
21980,7.47,13.29,1
21981,7.47,13.23,1
21982,7.47,13.18,1
21983,7.47,13.12,1
21984,7.47,13.07,1
21985,7.47,13.01,1
21986,7.47,12.95,1
21987,7.47,12.9,1
21988,7.47,12.84,1
21989,7.47,12.79,1
21990,7.47,12.73,1
21991,7.47,12.67,1
21992,7.47,12.62,1
21993,7.47,12.56,1
21994,7.47,12.5,1
21995,7.47,12.45,1
21996,7.47,12.39,1
21997,7.47,12.34,1
21998,7.47,12.28,1
21999,7.47,12.22,1
22000,7.47,12.17,1
22001,7.47,12.11,1
22002,7.47,12.06,1
22003,7.47,12.0,1
22004,7.47,11.94,1
22005,7.47,11.89,1
22006,7.47,11.83,1
22007,7.47,11.78,1
22008,7.47,11.72,1
22009,7.47,11.66,1
22010,7.47,11.61,1
22011,7.47,11.55,1
22012,7.47,11.5,1
22013,7.47,11.44,1
22014,7.47,11.38,1
22015,7.47,11.33,1
22016,7.47,11.27,1
22017,7.47,11.21,1
22018,7.47,11.16,1
22019,7.47,11.1,1
22020,7.47,11.05,1
22021,7.47,10.99,1
22022,7.47,10.93,1
22023,7.47,10.88,1
22024,7.47,10.82,1
22025,7.47,10.77,1
22026,7.47,10.71,1
22027,7.47,10.65,1
22028,7.47,10.6,1
22029,7.47,10.54,1
22030,7.47,10.49,1
22031,7.47,10.43,1
22032,7.47,10.37,1
22033,7.47,10.32,1
22034,7.47,10.26,1
22035,7.47,10.21,1
22036,7.47,10.15,1
22037,7.47,10.09,1
22038,7.47,10.04,1
22039,7.47,9.98,1
22040,7.47,9.93,1
