,x,y,label
232,0.0,4.99,1
233,0.0,4.93,1
234,0.0,4.88,1
235,0.0,4.82,1
236,0.0,4.77,1
237,0.0,4.71,1
238,0.0,4.65,1
239,0.0,4.6,1
240,0.0,4.54,1
241,0.0,4.49,1
242,0.0,4.43,1
243,0.0,4.37,1
244,0.0,4.32,1
245,0.0,4.26,1
246,0.0,4.21,1
247,0.0,4.15,1
248,0.0,4.09,1
249,0.0,4.04,1
250,0.0,3.98,1
251,0.0,3.93,1
252,0.0,3.87,1
253,0.0,3.81,1
254,0.0,3.76,1
255,0.0,3.7,1
256,0.0,3.64,1
257,0.0,3.59,1
258,0.0,3.53,1
259,0.0,3.48,1
260,0.0,3.42,1
261,0.0,3.36,1
262,0.0,3.31,1
263,0.0,3.25,1
264,0.0,3.2,1
265,0.0,3.14,1
266,0.0,3.08,1
267,0.0,3.03,1
268,0.0,2.97,1
269,0.0,2.92,1
270,0.0,2.86,1
271,0.0,2.8,1
272,0.0,2.75,1
273,0.0,2.69,1
274,0.0,2.64,1
275,0.0,2.58,1
276,0.0,2.52,1
277,0.0,2.47,1
278,0.0,2.41,1
279,0.0,2.36,1
280,0.0,2.3,1
281,0.0,2.24,1
282,0.0,2.19,1
283,0.0,2.13,1
284,0.0,2.07,1
285,0.0,2.02,1
286,0.0,1.96,1
287,0.0,1.91,1
288,0.0,1.85,1
289,0.0,1.79,1
290,0.0,1.74,1
291,0.0,1.68,1
292,0.0,1.63,1
293,0.0,1.57,1
294,0.0,1.51,1
295,0.0,1.46,1
296,0.0,1.4,1
297,0.0,1.35,1
298,0.0,1.29,1
299,0.0,1.23,1
300,0.0,1.18,1
301,0.0,1.12,1
302,0.0,1.07,1
303,0.0,1.01,1
304,0.0,0.95,1
305,0.0,0.9,1
306,0.0,0.84,1
307,0.0,0.79,1
308,0.0,0.73,1
309,0.0,0.67,1
310,0.0,0.62,1
311,0.0,0.56,1
312,0.0,0.5,1
313,0.0,0.45,1
314,0.0,0.39,1
315,0.0,0.34,1
316,0.0,0.28,1
317,0.0,0.22,1
318,0.0,0.17,1
319,0.0,0.11,1
320,0.0,0.06,1
321,0.0,0.0,1
322,0.11,18.0,1
323,0.11,17.94,1
324,0.11,17.89,1
325,0.11,17.83,1
326,0.11,17.78,1
327,0.11,17.72,1
328,0.11,17.66,1
329,0.11,17.61,1
330,0.11,17.55,1
331,0.11,17.5,1
332,0.11,17.44,1
333,0.11,17.38,1
334,0.11,17.33,1
335,0.11,17.27,1
336,0.11,17.21,1
337,0.11,17.16,1
338,0.11,17.1,1
339,0.11,17.05,1
340,0.11,16.99,1
341,0.11,16.93,1
342,0.11,16.88,1
343,0.11,16.82,1
344,0.11,16.77,1
345,0.11,16.71,1
346,0.11,16.65,1
347,0.11,16.6,1
348,0.11,16.54,1
349,0.11,16.49,1
350,0.11,16.43,1
351,0.11,16.37,1
352,0.11,16.32,1
353,0.11,16.26,1
354,0.11,16.21,1
355,0.11,16.15,1
356,0.11,16.09,1
357,0.11,16.04,1
358,0.11,15.98,1
359,0.11,15.93,1
360,0.11,15.87,1
361,0.11,15.81,1
362,0.11,15.76,1
363,0.11,15.7,1
364,0.11,15.64,1
365,0.11,15.59,1
366,0.11,15.53,1
367,0.11,15.48,1
368,0.11,15.42,1
369,0.11,15.36,1
370,0.11,15.31,1
371,0.11,15.25,1
372,0.11,15.2,1
373,0.11,15.14,1
374,0.11,15.08,1
375,0.11,15.03,1
376,0.11,14.97,1
377,0.11,14.92,1
378,0.11,14.86,1
379,0.11,14.8,1
380,0.11,14.75,1
381,0.11,14.69,1
382,0.11,14.64,1
383,0.11,14.58,1
384,0.11,14.52,1
385,0.11,14.47,1
386,0.11,14.41,1
387,0.11,14.36,1
388,0.11,14.3,1
389,0.11,14.24,1
390,0.11,14.19,1
391,0.11,14.13,1
392,0.11,14.07,1
393,0.11,14.02,1
394,0.11,13.96,1
395,0.11,13.91,1
396,0.11,13.85,1
397,0.11,13.79,1
398,0.11,13.74,1
399,0.11,13.68,1
400,0.11,13.63,1
401,0.11,13.57,1
402,0.11,13.51,1
403,0.11,13.46,1
404,0.11,13.4,1
405,0.11,13.35,1
406,0.11,13.29,1
407,0.11,13.23,1
408,0.11,13.18,1
409,0.11,13.12,1
410,0.11,13.07,1
411,0.11,13.01,1
412,0.11,12.95,1
413,0.11,12.9,1
414,0.11,12.84,1
415,0.11,12.79,1
416,0.11,12.73,1
417,0.11,12.67,1
418,0.11,12.62,1
419,0.11,12.56,1
420,0.11,12.5,1
421,0.11,12.45,1
422,0.11,12.39,1
423,0.11,12.34,1
424,0.11,12.28,1
425,0.11,12.22,1
426,0.11,12.17,1
427,0.11,12.11,1
428,0.11,12.06,1
429,0.11,12.0,1
430,0.11,11.94,1
431,0.11,11.89,1
432,0.11,11.83,1
433,0.11,11.78,1
434,0.11,11.72,1
435,0.11,11.66,1
436,0.11,11.61,1
437,0.11,11.55,1
438,0.11,11.5,1
439,0.11,11.44,1
440,0.11,11.38,1
441,0.11,11.33,1
442,0.11,11.27,1
443,0.11,11.21,1
444,0.11,11.16,1
445,0.11,11.1,1
446,0.11,11.05,1
447,0.11,10.99,1
448,0.11,10.93,1
449,0.11,10.88,1
450,0.11,10.82,1
451,0.11,10.77,1
452,0.11,10.71,1
453,0.11,10.65,1
454,0.11,10.6,1
455,0.11,10.54,1
456,0.11,10.49,1
457,0.11,10.43,1
458,0.11,10.37,1
459,0.11,10.32,1
460,0.11,10.26,1
461,0.11,10.21,1
462,0.11,10.15,1
463,0.11,10.09,1
464,0.11,10.04,1
465,0.11,9.98,1
466,0.11,9.93,1
467,0.11,9.87,1
468,0.11,9.81,1
469,0.11,9.76,1
470,0.11,9.7,1
471,0.11,9.64,1
472,0.11,9.59,1
473,0.11,9.53,1
474,0.11,9.48,1
475,0.11,9.42,1
476,0.11,9.36,1
477,0.11,9.31,1
478,0.11,9.25,1
479,0.11,9.2,1
480,0.11,9.14,1
481,0.11,9.08,1
482,0.11,9.03,1
483,0.11,8.97,1
484,0.11,8.92,1
485,0.11,8.86,1
486,0.11,8.8,1
487,0.11,8.75,1
488,0.11,8.69,1
489,0.11,8.64,1
490,0.11,8.58,1
491,0.11,8.52,1
492,0.11,8.47,1
493,0.11,8.41,1
494,0.11,8.36,1
495,0.11,8.3,1
496,0.11,8.24,1
497,0.11,8.19,1
498,0.11,8.13,1
499,0.11,8.07,1
500,0.11,8.02,1
501,0.11,7.96,1
502,0.11,7.91,1
503,0.11,7.85,1
504,0.11,7.79,1
505,0.11,7.74,1
506,0.11,7.68,1
507,0.11,7.63,1
508,0.11,7.57,1
509,0.11,7.51,1
510,0.11,7.46,1
511,0.11,7.4,1
512,0.11,7.35,1
513,0.11,7.29,1
514,0.11,7.23,1
515,0.11,7.18,1
516,0.11,7.12,1
517,0.11,7.07,1
518,0.11,7.01,1
519,0.11,6.95,1
520,0.11,6.9,1
521,0.11,6.84,1
522,0.11,6.79,1
523,0.11,6.73,1
524,0.11,6.67,1
525,0.11,6.62,1
526,0.11,6.56,1
527,0.11,6.5,1
528,0.11,6.45,1
529,0.11,6.39,1
530,0.11,6.34,1
531,0.11,6.28,1
532,0.11,6.22,1
533,0.11,6.17,1
534,0.11,6.11,1
535,0.11,6.06,1
536,0.11,6.0,1
537,0.11,5.94,1
538,0.11,5.89,1
539,0.11,5.83,1
540,0.11,5.78,1
541,0.11,5.72,1
542,0.11,5.66,1
543,0.11,5.61,1
544,0.11,5.55,1
545,0.11,5.5,1
546,0.11,5.44,1
547,0.11,5.38,1
548,0.11,5.33,1
549,0.11,5.27,1
550,0.11,5.21,1
551,0.11,5.16,1
552,0.11,5.1,1
553,0.11,5.05,1
554,0.11,4.99,1
555,0.11,4.93,1
556,0.11,4.88,1
557,0.11,4.82,1
558,0.11,4.77,1
559,0.11,4.71,1
560,0.11,4.65,1
561,0.11,4.6,1
562,0.11,4.54,1
563,0.11,4.49,1
564,0.11,4.43,1
565,0.11,4.37,1
566,0.11,4.32,1
567,0.11,4.26,1
568,0.11,4.21,1
569,0.11,4.15,1
570,0.11,4.09,1
571,0.11,4.04,1
572,0.11,3.98,1
573,0.11,3.93,1
574,0.11,3.87,1
575,0.11,3.81,1
576,0.11,3.76,1
577,0.11,3.7,1
578,0.11,3.64,1
579,0.11,3.59,1
580,0.11,3.53,1
581,0.11,3.48,1
582,0.11,3.42,1
583,0.11,3.36,1
584,0.11,3.31,1
585,0.11,3.25,1
586,0.11,3.2,1
587,0.11,3.14,1
588,0.11,3.08,1
589,0.11,3.03,1
590,0.11,2.97,1
591,0.11,2.92,1
592,0.11,2.86,1
593,0.11,2.8,1
594,0.11,2.75,1
595,0.11,2.69,1
596,0.11,2.64,1
597,0.11,2.58,1
598,0.11,2.52,1
599,0.11,2.47,1
600,0.11,2.41,1
601,0.11,2.36,1
602,0.11,2.3,1
603,0.11,2.24,1
604,0.11,2.19,1
605,0.11,2.13,1
606,0.11,2.07,1
607,0.11,2.02,1
608,0.11,1.96,1
609,0.11,1.91,1
610,0.11,1.85,1
611,0.11,1.79,1
612,0.11,1.74,1
613,0.11,1.68,1
614,0.11,1.63,1
615,0.11,1.57,1
616,0.11,1.51,1
617,0.11,1.46,1
618,0.11,1.4,1
619,0.11,1.35,1
620,0.11,1.29,1
621,0.11,1.23,1
622,0.11,1.18,1
623,0.11,1.12,1
624,0.11,1.07,1
625,0.11,1.01,1
626,0.11,0.95,1
627,0.11,0.9,1
628,0.11,0.84,1
629,0.11,0.79,1
630,0.11,0.73,1
631,0.11,0.67,1
632,0.11,0.62,1
633,0.11,0.56,1
634,0.11,0.5,1
635,0.11,0.45,1
636,0.11,0.39,1
637,0.11,0.34,1
638,0.11,0.28,1
639,0.11,0.22,1
640,0.11,0.17,1
641,0.11,0.11,1
642,0.11,0.06,1
643,0.11,0.0,1
644,0.22,18.0,1
645,0.22,17.94,1
646,0.22,17.89,1
647,0.22,17.83,1
648,0.22,17.78,1
649,0.22,17.72,1
650,0.22,17.66,1
651,0.22,17.61,1
652,0.22,17.55,1
653,0.22,17.5,1
654,0.22,17.44,1
655,0.22,17.38,1
656,0.22,17.33,1
657,0.22,17.27,1
658,0.22,17.21,1
659,0.22,17.16,1
660,0.22,17.1,1
661,0.22,17.05,1
662,0.22,16.99,1
663,0.22,16.93,1
664,0.22,16.88,1
665,0.22,16.82,1
666,0.22,16.77,1
667,0.22,16.71,1
668,0.22,16.65,1
669,0.22,16.6,1
670,0.22,16.54,1
671,0.22,16.49,1
672,0.22,16.43,1
673,0.22,16.37,1
674,0.22,16.32,1
675,0.22,16.26,1
676,0.22,16.21,1
677,0.22,16.15,1
678,0.22,16.09,1
679,0.22,16.04,1
680,0.22,15.98,1
681,0.22,15.93,1
682,0.22,15.87,1
683,0.22,15.81,1
684,0.22,15.76,1
685,0.22,15.7,1
686,0.22,15.64,1
687,0.22,15.59,1
688,0.22,15.53,1
689,0.22,15.48,1
690,0.22,15.42,1
691,0.22,15.36,1
692,0.22,15.31,1
693,0.22,15.25,1
694,0.22,15.2,1
695,0.22,15.14,1
696,0.22,15.08,1
697,0.22,15.03,1
698,0.22,14.97,1
699,0.22,14.92,1
700,0.22,14.86,1
701,0.22,14.8,1
702,0.22,14.75,1
703,0.22,14.69,1
704,0.22,14.64,1
705,0.22,14.58,1
706,0.22,14.52,1
707,0.22,14.47,1
708,0.22,14.41,1
709,0.22,14.36,1
710,0.22,14.3,1
711,0.22,14.24,1
712,0.22,14.19,1
713,0.22,14.13,1
714,0.22,14.07,1
715,0.22,14.02,1
716,0.22,13.96,1
717,0.22,13.91,1
718,0.22,13.85,1
719,0.22,13.79,1
720,0.22,13.74,1
721,0.22,13.68,1
722,0.22,13.63,1
723,0.22,13.57,1
724,0.22,13.51,1
725,0.22,13.46,1
726,0.22,13.4,1
727,0.22,13.35,1
728,0.22,13.29,1
729,0.22,13.23,1
730,0.22,13.18,1
731,0.22,13.12,1
732,0.22,13.07,1
733,0.22,13.01,1
734,0.22,12.95,1
735,0.22,12.9,1
736,0.22,12.84,1
737,0.22,12.79,1
738,0.22,12.73,1
739,0.22,12.67,1
740,0.22,12.62,1
741,0.22,12.56,1
742,0.22,12.5,1
743,0.22,12.45,1
744,0.22,12.39,1
745,0.22,12.34,1
746,0.22,12.28,1
747,0.22,12.22,1
748,0.22,12.17,1
749,0.22,12.11,1
750,0.22,12.06,1
751,0.22,12.0,1
752,0.22,11.94,1
753,0.22,11.89,1
754,0.22,11.83,1
755,0.22,11.78,1
756,0.22,11.72,1
757,0.22,11.66,1
758,0.22,11.61,1
759,0.22,11.55,1
760,0.22,11.5,1
761,0.22,11.44,1
762,0.22,11.38,1
763,0.22,11.33,1
764,0.22,11.27,1
765,0.22,11.21,1
766,0.22,11.16,1
767,0.22,11.1,1
768,0.22,11.05,1
769,0.22,10.99,1
770,0.22,10.93,1
771,0.22,10.88,1
772,0.22,10.82,1
773,0.22,10.77,1
774,0.22,10.71,1
775,0.22,10.65,1
776,0.22,10.6,1
777,0.22,10.54,1
778,0.22,10.49,1
779,0.22,10.43,1
780,0.22,10.37,1
781,0.22,10.32,1
782,0.22,10.26,1
783,0.22,10.21,1
784,0.22,10.15,1
785,0.22,10.09,1
786,0.22,10.04,1
787,0.22,9.98,1
788,0.22,9.93,1
789,0.22,9.87,1
790,0.22,9.81,1
791,0.22,9.76,1
792,0.22,9.7,1
793,0.22,9.64,1
794,0.22,9.59,1
795,0.22,9.53,1
796,0.22,9.48,1
797,0.22,9.42,1
798,0.22,9.36,1
799,0.22,9.31,1
800,0.22,9.25,1
801,0.22,9.2,1
802,0.22,9.14,1
803,0.22,9.08,1
804,0.22,9.03,1
805,0.22,8.97,1
806,0.22,8.92,1
807,0.22,8.86,1
808,0.22,8.8,1
809,0.22,8.75,1
810,0.22,8.69,1
811,0.22,8.64,1
812,0.22,8.58,1
813,0.22,8.52,1
814,0.22,8.47,1
815,0.22,8.41,1
816,0.22,8.36,1
817,0.22,8.3,1
818,0.22,8.24,1
819,0.22,8.19,1
820,0.22,8.13,1
821,0.22,8.07,1
822,0.22,8.02,1
823,0.22,7.96,1
824,0.22,7.91,1
825,0.22,7.85,1
826,0.22,7.79,1
827,0.22,7.74,1
828,0.22,7.68,1
829,0.22,7.63,1
830,0.22,7.57,1
831,0.22,7.51,1
832,0.22,7.46,1
833,0.22,7.4,1
834,0.22,7.35,1
835,0.22,7.29,1
836,0.22,7.23,1
837,0.22,7.18,1
838,0.22,7.12,1
839,0.22,7.07,1
840,0.22,7.01,1
841,0.22,6.95,1
842,0.22,6.9,1
843,0.22,6.84,1
844,0.22,6.79,1
845,0.22,6.73,1
846,0.22,6.67,1
847,0.22,6.62,1
848,0.22,6.56,1
849,0.22,6.5,1
850,0.22,6.45,1
851,0.22,6.39,1
852,0.22,6.34,1
853,0.22,6.28,1
854,0.22,6.22,1
855,0.22,6.17,1
856,0.22,6.11,1
857,0.22,6.06,1
858,0.22,6.0,1
859,0.22,5.94,1
860,0.22,5.89,1
861,0.22,5.83,1
862,0.22,5.78,1
863,0.22,5.72,1
864,0.22,5.66,1
865,0.22,5.61,1
866,0.22,5.55,1
867,0.22,5.5,1
868,0.22,5.44,1
869,0.22,5.38,1
870,0.22,5.33,1
871,0.22,5.27,1
872,0.22,5.21,1
873,0.22,5.16,1
874,0.22,5.1,1
875,0.22,5.05,1
876,0.22,4.99,1
877,0.22,4.93,1
878,0.22,4.88,1
879,0.22,4.82,1
880,0.22,4.77,1
881,0.22,4.71,1
882,0.22,4.65,1
883,0.22,4.6,1
884,0.22,4.54,1
885,0.22,4.49,1
886,0.22,4.43,1
887,0.22,4.37,1
888,0.22,4.32,1
889,0.22,4.26,1
890,0.22,4.21,1
891,0.22,4.15,1
892,0.22,4.09,1
893,0.22,4.04,1
894,0.22,3.98,1
895,0.22,3.93,1
896,0.22,3.87,1
897,0.22,3.81,1
898,0.22,3.76,1
899,0.22,3.7,1
900,0.22,3.64,1
901,0.22,3.59,1
902,0.22,3.53,1
903,0.22,3.48,1
904,0.22,3.42,1
905,0.22,3.36,1
906,0.22,3.31,1
907,0.22,3.25,1
908,0.22,3.2,1
909,0.22,3.14,1
910,0.22,3.08,1
911,0.22,3.03,1
912,0.22,2.97,1
913,0.22,2.92,1
914,0.22,2.86,1
915,0.22,2.8,1
916,0.22,2.75,1
917,0.22,2.69,1
918,0.22,2.64,1
919,0.22,2.58,1
920,0.22,2.52,1
921,0.22,2.47,1
922,0.22,2.41,1
923,0.22,2.36,1
924,0.22,2.3,1
925,0.22,2.24,1
926,0.22,2.19,1
927,0.22,2.13,1
928,0.22,2.07,1
929,0.22,2.02,1
930,0.22,1.96,1
931,0.22,1.91,1
932,0.22,1.85,1
933,0.22,1.79,1
934,0.22,1.74,1
935,0.22,1.68,1
936,0.22,1.63,1
937,0.22,1.57,1
938,0.22,1.51,1
939,0.22,1.46,1
940,0.22,1.4,1
941,0.22,1.35,1
942,0.22,1.29,1
943,0.22,1.23,1
944,0.22,1.18,1
945,0.22,1.12,1
946,0.22,1.07,1
947,0.22,1.01,1
948,0.22,0.95,1
949,0.22,0.9,1
950,0.22,0.84,1
951,0.22,0.79,1
952,0.22,0.73,1
953,0.22,0.67,1
954,0.22,0.62,1
955,0.22,0.56,1
956,0.22,0.5,1
957,0.22,0.45,1
958,0.22,0.39,1
959,0.22,0.34,1
960,0.22,0.28,1
961,0.22,0.22,1
962,0.22,0.17,1
963,0.22,0.11,1
964,0.22,0.06,1
965,0.22,0.0,1
966,0.33,18.0,1
967,0.33,17.94,1
968,0.33,17.89,1
969,0.33,17.83,1
970,0.33,17.78,1
971,0.33,17.72,1
972,0.33,17.66,1
973,0.33,17.61,1
974,0.33,17.55,1
975,0.33,17.5,1
976,0.33,17.44,1
977,0.33,17.38,1
978,0.33,17.33,1
979,0.33,17.27,1
980,0.33,17.21,1
981,0.33,17.16,1
982,0.33,17.1,1
983,0.33,17.05,1
984,0.33,16.99,1
985,0.33,16.93,1
986,0.33,16.88,1
987,0.33,16.82,1
988,0.33,16.77,1
989,0.33,16.71,1
990,0.33,16.65,1
991,0.33,16.6,1
992,0.33,16.54,1
993,0.33,16.49,1
994,0.33,16.43,1
995,0.33,16.37,1
996,0.33,16.32,1
997,0.33,16.26,1
998,0.33,16.21,1
999,0.33,16.15,1
1000,0.33,16.09,1
1001,0.33,16.04,1
1002,0.33,15.98,1
1003,0.33,15.93,1
1004,0.33,15.87,1
1005,0.33,15.81,1
1006,0.33,15.76,1
1007,0.33,15.7,1
1008,0.33,15.64,1
1009,0.33,15.59,1
1010,0.33,15.53,1
1011,0.33,15.48,1
1012,0.33,15.42,1
1013,0.33,15.36,1
1014,0.33,15.31,1
1015,0.33,15.25,1
1016,0.33,15.2,1
1017,0.33,15.14,1
1018,0.33,15.08,1
1019,0.33,15.03,1
1020,0.33,14.97,1
1021,0.33,14.92,1
1022,0.33,14.86,1
1023,0.33,14.8,1
1024,0.33,14.75,1
1025,0.33,14.69,1
1026,0.33,14.64,1
1027,0.33,14.58,1
1028,0.33,14.52,1
1029,0.33,14.47,1
1030,0.33,14.41,1
1031,0.33,14.36,1
1032,0.33,14.3,1
1033,0.33,14.24,1
1034,0.33,14.19,1
1035,0.33,14.13,1
1036,0.33,14.07,1
1037,0.33,14.02,1
1038,0.33,13.96,1
1039,0.33,13.91,1
1040,0.33,13.85,1
1041,0.33,13.79,1
1042,0.33,13.74,1
1043,0.33,13.68,1
1044,0.33,13.63,1
1045,0.33,13.57,1
1046,0.33,13.51,1
1047,0.33,13.46,1
1048,0.33,13.4,1
1049,0.33,13.35,1
1050,0.33,13.29,1
1051,0.33,13.23,1
1052,0.33,13.18,1
1053,0.33,13.12,1
1054,0.33,13.07,1
1055,0.33,13.01,1
1056,0.33,12.95,1
1057,0.33,12.9,1
1058,0.33,12.84,1
1059,0.33,12.79,1
1060,0.33,12.73,1
1061,0.33,12.67,1
1062,0.33,12.62,1
1063,0.33,12.56,1
1064,0.33,12.5,1
1065,0.33,12.45,1
1066,0.33,12.39,1
1067,0.33,12.34,1
1068,0.33,12.28,1
1069,0.33,12.22,1
1070,0.33,12.17,1
1071,0.33,12.11,1
1072,0.33,12.06,1
1073,0.33,12.0,1
1074,0.33,11.94,1
1075,0.33,11.89,1
1076,0.33,11.83,1
1077,0.33,11.78,1
1078,0.33,11.72,1
1079,0.33,11.66,1
1080,0.33,11.61,1
1081,0.33,11.55,1
1082,0.33,11.5,1
1083,0.33,11.44,1
1084,0.33,11.38,1
1085,0.33,11.33,1
1086,0.33,11.27,1
1087,0.33,11.21,1
1088,0.33,11.16,1
1089,0.33,11.1,1
1090,0.33,11.05,1
1091,0.33,10.99,1
1092,0.33,10.93,1
1093,0.33,10.88,1
1094,0.33,10.82,1
1095,0.33,10.77,1
1096,0.33,10.71,1
1097,0.33,10.65,1
1098,0.33,10.6,1
1099,0.33,10.54,1
1100,0.33,10.49,1
1101,0.33,10.43,1
1102,0.33,10.37,1
1103,0.33,10.32,1
1104,0.33,10.26,1
1105,0.33,10.21,1
1106,0.33,10.15,1
1107,0.33,10.09,1
1108,0.33,10.04,1
1109,0.33,9.98,1
1110,0.33,9.93,1
1111,0.33,9.87,1
1112,0.33,9.81,1
1113,0.33,9.76,1
1114,0.33,9.7,1
1115,0.33,9.64,1
1116,0.33,9.59,1
1117,0.33,9.53,1
1118,0.33,9.48,1
1119,0.33,9.42,1
1120,0.33,9.36,1
1121,0.33,9.31,1
1122,0.33,9.25,1
1123,0.33,9.2,1
1124,0.33,9.14,1
1125,0.33,9.08,1
1126,0.33,9.03,1
1127,0.33,8.97,1
1128,0.33,8.92,1
1129,0.33,8.86,1
1130,0.33,8.8,1
1131,0.33,8.75,1
1132,0.33,8.69,1
1133,0.33,8.64,1
1134,0.33,8.58,1
1135,0.33,8.52,1
1136,0.33,8.47,1
1137,0.33,8.41,1
1138,0.33,8.36,1
1139,0.33,8.3,1
1140,0.33,8.24,1
1141,0.33,8.19,1
1142,0.33,8.13,1
1143,0.33,8.07,1
1144,0.33,8.02,1
1145,0.33,7.96,1
1146,0.33,7.91,1
1147,0.33,7.85,1
1148,0.33,7.79,1
1149,0.33,7.74,1
1150,0.33,7.68,1
1151,0.33,7.63,1
